run_id,scaffold,normalized_harness,tool_exposure_mechanism,model,normalized_model,source_file,correct,valid_program,success_rate,codebert_score,failure_mode,llm_call_count,length_finish_count,stop_finish_count,output_code_block_count,final_code_block_count,observation_mentions,error_mentions,tool_registry_prompt,self_debug_prompt,complete_program_prompt,final_text_chars,final_event,final_signature,sequence,signature_sequence,log_info
scienceagentbench_sab_selfdebug_claudehaiku45_1761449412,SAB Self-Debug Claude-Haiku-4-5,SAB Self-Debug,harness_side_augmentation,claude-haiku-4-5-20251001,Claude Haiku 4.5,scienceagentbench_sab_selfdebug_claudehaiku45_1761449412_UPLOAD.zip,1,1,1,1.0,success,1,0,1,2,6,0,2,0,1,1,4976,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code,self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_claudehaiku45_high_1761435103,SAB Self-Debug Claude-Haiku-4-5 High,SAB Self-Debug,harness_side_augmentation,claude-haiku-4-5-20251001,Claude Haiku 4.5,scienceagentbench_sab_selfdebug_claudehaiku45_high_1761435103_UPLOAD.zip,1,1,1,1.0,success,1,0,1,2,6,0,2,0,1,1,4720,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code,self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_claudeopus41_1755385889,SAB Self-Debug Claude-Opus-4-1,SAB Self-Debug,harness_side_augmentation,claude-opus-4-1-20250805,Claude Opus 4.1,scienceagentbench_sab_selfdebug_claudeopus41_1755385889_UPLOAD.zip,1,1,1,1.0,success,1,0,1,2,6,0,2,0,1,1,8941,self_debug:code_block,self_debug:code_block(code_blocks=2),self_debug:code_block,self_debug:code_block(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_claudeopus41high_1755438590,SAB Self-Debug Claude-Opus-4-1-High,SAB Self-Debug,harness_side_augmentation,claude-opus-4-1-20250805,Claude Opus 4.1,scienceagentbench_sab_selfdebug_claudeopus41high_1755438590_UPLOAD.zip,1,1,1,1.0,success,1,0,1,2,6,0,2,0,1,1,7422,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code,self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_claudesonnet45_1761249283,SAB Self-Debug Claude-Sonnet-4-5,SAB Self-Debug,harness_side_augmentation,claude-sonnet-4-5-20250929,Claude Sonnet 4.5,scienceagentbench_sab_selfdebug_claudesonnet45_1761249283_UPLOAD.zip,1,1,1,1.0,success,1,0,1,2,6,0,2,0,1,1,6752,self_debug:error_response,self_debug:error_response(code_blocks=2),self_debug:error_response,self_debug:error_response(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_claudesonnet45_high_1761419019,SAB Self-Debug Claude-Sonnet-4-5 High,SAB Self-Debug,harness_side_augmentation,claude-sonnet-4-5-20250929,Claude Sonnet 4.5,scienceagentbench_sab_selfdebug_claudesonnet45_high_1761419019_UPLOAD.zip,1,1,1,1.0,success,1,0,1,2,6,0,2,0,1,1,5279,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code,self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_dsr1_1744769491,sab_selfdebug_dsr1,SAB Self-Debug,harness_side_augmentation,together_ai/deepseek-ai/DeepSeek-R1,DeepSeek R1,scienceagentbench_sab_selfdebug_dsr1_1744769491_UPLOAD.zip,1,1,1,1.0,success,4,0,4,8,8,0,42,0,1,1,11480,self_debug:error_response,self_debug:error_response(code_blocks=2),self_debug:direct_code -> self_debug:error_response -> self_debug:direct_code -> self_debug:error_response,self_debug:direct_code(code_blocks=2) -> self_debug:error_response(code_blocks=2) -> self_debug:direct_code(code_blocks=2) -> self_debug:error_response(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_dsv3_1744757465,SAB Self-Debug DS-V3,SAB Self-Debug,harness_side_augmentation,together_ai/deepseek-ai/DeepSeek-V3,DeepSeek V3 / Chat,scienceagentbench_sab_selfdebug_dsv3_1744757465_UPLOAD.zip,1,1,1,1.0,success,8,0,8,16,12,0,49,0,1,1,26749,self_debug:error_response,self_debug:error_response(code_blocks=2),self_debug:error_response -> self_debug:error_response -> self_debug:error_response -> self_debug:error_response -> self_debug:error_response -> self_debug:error_response -> self_debug:error_response -> self_debug:error_response,self_debug:error_response(code_blocks=2) -> self_debug:error_response(code_blocks=2) -> self_debug:error_response(code_blocks=2) -> self_debug:error_response(code_blocks=2) -> self_debug:error_response(code_blocks=2) -> self_debug:error_response(code_blocks=2) -> self_debug:error_response(code_blocks=2) -> self_debug:error_response(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_gemini20flash_1744901453,SAB Self-Debug gemini-2-0-flash,SAB Self-Debug,harness_side_augmentation,gemini/gemini-2.0-flash,Gemini 2.0 Flash,scienceagentbench_sab_selfdebug_gemini20flash_1744901453_UPLOAD.zip,1,1,1,1.0,success,3,0,3,6,10,0,18,0,1,1,14364,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code -> self_debug:direct_code -> self_debug:direct_code,self_debug:direct_code(code_blocks=2) -> self_debug:direct_code(code_blocks=2) -> self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_gemini25pro_1744919608,SAB Self-Debug gemini-2-5-pro,SAB Self-Debug,harness_side_augmentation,gemini/gemini-2.5-pro-preview-03-25,Gemini 2.5 Pro Preview,scienceagentbench_sab_selfdebug_gemini25pro_1744919608_UPLOAD.zip,1,1,1,1.0,success,1,0,1,2,6,0,14,0,1,1,7334,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code,self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_gpt5medium_1755353093,SAB Self-Debug GPT-5-Medium,SAB Self-Debug,harness_side_augmentation,gpt-5-2025-08-07,GPT-5,scienceagentbench_sab_selfdebug_gpt5medium_1755353093_UPLOAD.zip,1,1,1,1.0,success,2,0,2,4,6,0,6,0,1,1,8689,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code -> self_debug:direct_code,self_debug:direct_code(code_blocks=2) -> self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_gpt_41_1744993235,sab_selfdebug_gpt_41,SAB Self-Debug,harness_side_augmentation,gpt-4.1-2025-04-14,GPT-4.1,scienceagentbench_sab_selfdebug_gpt_41_1744993235_UPLOAD.zip,1,1,1,1.0,success,2,0,2,4,6,0,3,0,1,1,5392,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code -> self_debug:direct_code,self_debug:direct_code(code_blocks=2) -> self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_o3_medium_1745186112,SAB Self-Debug o3 medium,SAB Self-Debug,harness_side_augmentation,o3-2025-04-16,o3,scienceagentbench_sab_selfdebug_o3_medium_1745186112_UPLOAD.zip,1,1,1,1.0,success,2,0,2,4,6,0,3,0,1,1,7956,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code -> self_debug:direct_code,self_debug:direct_code(code_blocks=2) -> self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_o4mini_high_1745253602,SAB Self-Debug o4-mini high,SAB Self-Debug,harness_side_augmentation,o4-mini-2025-04-16,o4-mini,scienceagentbench_sab_selfdebug_o4mini_high_1745253602_UPLOAD.zip,1,1,1,1.0,success,2,0,2,4,6,0,3,0,1,1,4841,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code -> self_debug:direct_code,self_debug:direct_code(code_blocks=2) -> self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
scienceagentbench_sab_selfdebug_o4mini_low_1745199029,SAB Self-Debug o4-mini low,SAB Self-Debug,harness_side_augmentation,o4-mini-2025-04-16,o4-mini,scienceagentbench_sab_selfdebug_o4mini_low_1745199029_UPLOAD.zip,1,1,1,1.0,success,2,0,2,4,6,0,3,0,1,1,5760,self_debug:direct_code,self_debug:direct_code(code_blocks=2),self_debug:direct_code -> self_debug:direct_code,self_debug:direct_code(code_blocks=2) -> self_debug:direct_code(code_blocks=2),"{'data_correctness': True, 'func_correctness': True}"
