benchmark,task_id,discrimination,a0,a1,easiness
colbench_backend_programming,142,0.37602290511131287,-0.24620501697063446,0.2842117249965668,0.06201845034956932
colbench_backend_programming,457,0.3741114139556885,-0.35355642437934875,0.1222996711730957,0.0822414755821228
colbench_backend_programming,239,0.3737921416759491,-0.3265124559402466,0.18196198344230652,0.06748440116643906
colbench_backend_programming,83,0.37349867820739746,-0.35401108860969543,0.11906898766756058,0.08586417883634567
colbench_backend_programming,814,0.364054799079895,0.09563794732093811,0.35126811265945435,0.15995727479457855
colbench_backend_programming,681,0.36075228452682495,-0.21025988459587097,0.29314330220222473,0.0663861557841301
colbench_backend_programming,277,0.3589579463005066,-0.14206764101982117,0.32964766025543213,0.07602832466363907
colbench_backend_programming,547,0.35892176628112793,-0.3449299931526184,0.09923786669969559,0.09861807525157928
colbench_backend_programming,92,0.3586311638355255,-0.30664166808128357,0.18597634136676788,0.07895301282405853
colbench_backend_programming,64,0.3552720844745636,-0.2979719042778015,0.19347093999385834,0.07282275706529617
colbench_backend_programming,198,0.3548341393470764,-0.1585310697555542,0.3174510598182678,0.07109767943620682
colbench_backend_programming,26,0.3513166904449463,-0.2539365291595459,0.24277488887310028,0.07413981854915619
colbench_backend_programming,293,0.3490687608718872,-0.29355791211128235,0.1888723373413086,0.07545123249292374
colbench_backend_programming,576,0.3474944531917572,-0.21492597460746765,0.2730553448200226,0.07121918350458145
colbench_backend_programming,234,0.34673744440078735,-0.10704337805509567,0.3298008143901825,0.08163987100124359
colbench_backend_programming,328,0.34653544425964355,-0.256842702627182,0.23263415694236755,0.07642769068479538
colbench_backend_programming,193,0.3442237675189972,-0.23243498802185059,0.2538975775241852,0.08134283125400543
colbench_backend_programming,581,0.34360530972480774,-0.33024081587791443,0.09489792585372925,0.0696181207895279
colbench_backend_programming,706,0.3422209918498993,-0.24464808404445648,0.23929588496685028,0.07466255873441696
colbench_backend_programming,829,0.3417088985443115,-0.0699956864118576,0.33446311950683594,0.09665235877037048
colbench_backend_programming,112,0.34037327766418457,-0.10667948424816132,0.3232235312461853,0.09067986905574799
colbench_backend_programming,721,0.33891427516937256,-0.19409051537513733,0.27783405780792236,0.08089862763881683
colbench_backend_programming,746,0.33875516057014465,0.02965804934501648,-0.3374543786048889,-0.0644632875919342
colbench_backend_programming,130,0.338739812374115,-0.2842869758605957,0.18418897688388824,0.08465155214071274
colbench_backend_programming,682,0.3386313021183014,-0.330055832862854,0.07572519034147263,0.07430801540613174
colbench_backend_programming,971,0.33841195702552795,-0.32447946071624756,0.09610272943973541,0.09779743105173111
colbench_backend_programming,240,0.3374600410461426,-0.21750876307487488,0.2580101191997528,0.07485608756542206
colbench_backend_programming,353,0.337036669254303,-0.31872794032096863,0.10957292467355728,0.082101970911026
colbench_backend_programming,942,0.3362002372741699,0.328612744808197,-0.07102297991514206,-0.06919185817241669
colbench_backend_programming,153,0.33442044258117676,0.33314621448516846,-0.029165567830204964,-0.0740835890173912
colbench_backend_programming,710,0.3339380621910095,-0.1751401573419571,0.2843247354030609,0.07518798857927322
colbench_backend_programming,556,0.3301888108253479,-0.16704808175563812,0.2848150134086609,0.08413060754537582
colbench_backend_programming,50,0.32970693707466125,-0.26509881019592285,0.19603390991687775,0.08692830801010132
colbench_backend_programming,385,0.32967671751976013,0.3286917507648468,0.025465214625000954,-0.1294553279876709
colbench_backend_programming,196,0.32899603247642517,-0.2176770269870758,0.24668827652931213,0.07912255823612213
colbench_backend_programming,727,0.32723912596702576,0.0231979601085186,-0.3264158368110657,-0.0712047666311264
colbench_backend_programming,75,0.32665643095970154,-0.28039491176605225,0.16758017241954803,0.09111453592777252
colbench_backend_programming,7,0.3249908983707428,-0.18430739641189575,0.26767492294311523,0.1010931208729744
colbench_backend_programming,968,0.3248060941696167,-0.20307715237140656,0.25349292159080505,0.0822029858827591
colbench_backend_programming,397,0.3236662447452545,-0.2635842561721802,0.18783816695213318,0.09633855521678925
colbench_backend_programming,410,0.32270923256874084,0.06405150145292282,-0.31628888845443726,-0.057338520884513855
colbench_backend_programming,811,0.32161080837249756,-0.2810458242893219,0.15635454654693604,0.08405433595180511
colbench_backend_programming,43,0.321135014295578,-0.19809220731258392,0.25275909900665283,0.08453711122274399
colbench_backend_programming,210,0.32054051756858826,-0.2827393710613251,0.15101215243339539,0.10098321735858917
colbench_backend_programming,890,0.3203633427619934,-0.21296648681163788,0.23932811617851257,0.07798943668603897
colbench_backend_programming,243,0.31951573491096497,-0.18419815599918365,0.26107728481292725,0.08288856595754623
colbench_backend_programming,109,0.31920844316482544,-0.265365332365036,0.17741268873214722,0.08496522158384323
colbench_backend_programming,784,0.31773635745048523,0.10740768164396286,-0.29903173446655273,-0.043541070073843
colbench_backend_programming,946,0.3172514736652374,0.1059827134013176,-0.29902535676956177,-0.04766518995165825
colbench_backend_programming,104,0.3167569935321808,0.30463722348213196,-0.08678218722343445,-0.073811374604702
colbench_backend_programming,745,0.3167034685611725,0.11930058151483536,-0.29337427020072937,-0.042552754282951355
colbench_backend_programming,3,0.3163686990737915,0.12442557513713837,-0.29087355732917786,-0.04492587223649025
colbench_backend_programming,892,0.3161091208457947,0.30221569538116455,-0.0926857739686966,-0.07638078182935715
colbench_backend_programming,113,0.3148958384990692,0.29783645272254944,-0.10223907977342606,-0.0792139396071434
colbench_backend_programming,689,0.314871221780777,-0.13788044452667236,0.28307750821113586,0.07716066390275955
colbench_backend_programming,167,0.3146834969520569,-0.18479517102241516,0.25470855832099915,0.07055625319480896
colbench_backend_programming,360,0.3141724169254303,0.1364801824092865,-0.2829796373844147,-0.042731527239084244
colbench_backend_programming,1,0.31403687596321106,-0.3140331208705902,-0.001536116236820817,0.04583676904439926
colbench_backend_programming,877,0.31370872259140015,-0.21752332150936127,0.22604593634605408,0.07939671725034714
colbench_backend_programming,530,0.3135060966014862,-0.21796907484531403,0.2253343164920807,0.0922054573893547
colbench_backend_programming,975,0.31311532855033875,0.12965111434459686,-0.2850119173526764,-0.054185301065444946
colbench_backend_programming,96,0.3117804527282715,0.3053807318210602,-0.06284628808498383,-0.09128660708665848
colbench_backend_programming,675,0.3117504119873047,0.08114299178123474,-0.30100521445274353,-0.06240556761622429
colbench_backend_programming,122,0.31170639395713806,0.2808263599872589,-0.13526803255081177,-0.06263617426156998
colbench_backend_programming,917,0.3105662167072296,-0.23557282984256744,0.20237791538238525,0.08526630699634552
colbench_backend_programming,9,0.3101060390472412,0.1506344974040985,-0.2710627317428589,-0.04611225426197052
colbench_backend_programming,626,0.3097802996635437,0.1585957556962967,-0.2661037743091583,-0.04472289979457855
colbench_backend_programming,159,0.30957460403442383,0.24304349720478058,-0.19174540042877197,-0.05938376858830452
colbench_backend_programming,224,0.30943334102630615,0.2856237292289734,-0.11902973800897598,-0.07100119441747665
colbench_backend_programming,125,0.30918121337890625,0.1345876306295395,-0.2783508598804474,-0.04800138249993324
colbench_backend_programming,34,0.30834874510765076,0.19199401140213013,-0.24128250777721405,-0.04232590273022652
colbench_backend_programming,610,0.30829694867134094,0.15270785987377167,-0.2678195536136627,-0.05030425637960434
colbench_backend_programming,470,0.30813169479370117,0.2508789598941803,-0.17889907956123352,-0.0527048222720623
colbench_backend_programming,423,0.30781033635139465,0.2743329405784607,0.13960173726081848,-0.042341090738773346
colbench_backend_programming,42,0.30780866742134094,-0.2852078676223755,0.11576984077692032,0.07715974003076553
colbench_backend_programming,218,0.30773162841796875,0.2906608283519745,-0.10106944292783737,-0.0755743607878685
colbench_backend_programming,226,0.3075941801071167,-0.25418397784233093,0.17321856319904327,0.1011492908000946
colbench_backend_programming,749,0.3065287172794342,0.2541213035583496,-0.1714124083518982,-0.04657371714711189
colbench_backend_programming,873,0.3063336908817291,0.18236692249774933,-0.2461353987455368,-0.044142093509435654
colbench_backend_programming,390,0.30631542205810547,0.27788665890693665,-0.12887254357337952,-0.06533557921648026
colbench_backend_programming,533,0.30588141083717346,0.1528155654668808,-0.2649732828140259,-0.04503612220287323
colbench_backend_programming,4,0.305838942527771,0.1921004056930542,-0.2379808872938156,-0.04841243103146553
colbench_backend_programming,267,0.3053589165210724,-0.0797402560710907,0.29476356506347656,0.1249927505850792
colbench_backend_programming,741,0.3051585853099823,0.21803630888462067,-0.2134992480278015,-0.05398940667510033
colbench_backend_programming,653,0.304284930229187,0.13577298820018768,-0.272314190864563,-0.04815739020705223
colbench_backend_programming,160,0.3041298985481262,-0.13641847670078278,0.2718179225921631,0.07728802412748337
colbench_backend_programming,409,0.3038935959339142,-0.2757726311683655,0.12767447531223297,0.07974568754434586
colbench_backend_programming,266,0.3035210967063904,0.291183739900589,-0.08565681427717209,-0.09431527554988861
colbench_backend_programming,966,0.3030928373336792,0.13171221315860748,-0.2729783356189728,-0.04875120520591736
colbench_backend_programming,88,0.3028205931186676,0.06775275617837906,-0.29514381289482117,-0.07169647514820099
colbench_backend_programming,551,0.3028194308280945,0.17423245310783386,-0.24767450988292694,-0.041218917816877365
colbench_backend_programming,586,0.30273813009262085,0.2557222843170166,-0.16203856468200684,-0.053021978586912155
colbench_backend_programming,62,0.30215805768966675,0.15704292058944702,-0.2581414580345154,-0.04534677788615227
colbench_backend_programming,491,0.30205753445625305,0.2562444508075714,-0.1599297970533371,-0.05546090006828308
colbench_backend_programming,444,0.3020494878292084,0.0887049213051796,-0.28873056173324585,-0.06539329141378403
colbench_backend_programming,77,0.3014294505119324,0.13083897531032562,-0.271552711725235,-0.05082108825445175
colbench_backend_programming,494,0.30110353231430054,0.2316369116306305,-0.19237381219863892,-0.05183738097548485
colbench_backend_programming,673,0.3008948266506195,0.15983626246452332,-0.2549314796924591,-0.05118998512625694
colbench_backend_programming,322,0.30085232853889465,-0.23542200028896332,0.1873195320367813,0.0997314304113388
colbench_backend_programming,71,0.30081281065940857,0.20700447261333466,-0.21826013922691345,-0.0548507496714592
colbench_backend_programming,496,0.3007879853248596,0.14232149720191956,-0.2649867832660675,-0.04551626741886139
colbench_backend_programming,654,0.30076664686203003,0.18395181000232697,-0.23795440793037415,-0.04284312203526497
colbench_backend_programming,465,0.3006764352321625,0.22613991796970367,-0.19815917313098907,-0.04108083248138428
colbench_backend_programming,988,0.3003760576248169,0.28918540477752686,-0.0812254250049591,-0.0853370949625969
colbench_backend_programming,249,0.2998529374599457,-0.2441052496433258,0.17413905262947083,0.11365798860788345
colbench_backend_programming,445,0.29972174763679504,0.1947690099477768,-0.22781166434288025,-0.04699961468577385
colbench_backend_programming,641,0.29941344261169434,0.2550283968448639,-0.15687231719493866,-0.06630335748195648
colbench_backend_programming,48,0.29933252930641174,0.17175047099590302,-0.24515657126903534,-0.053538624197244644
colbench_backend_programming,941,0.29921436309814453,0.08205940574407578,-0.2877420485019684,-0.06796988844871521
colbench_backend_programming,306,0.29897791147232056,0.18941229581832886,-0.2313239425420761,-0.04824895039200783
colbench_backend_programming,849,0.2983948588371277,0.2641359567642212,-0.1388225108385086,-0.05419843643903732
colbench_backend_programming,2,0.29838305711746216,0.15719816088676453,-0.25361624360084534,-0.04845412075519562
colbench_backend_programming,15,0.29833686351776123,0.21368418633937836,-0.20819209516048431,-0.04797103628516197
colbench_backend_programming,121,0.2982923090457916,0.2077333629131317,-0.21406809985637665,-0.05189351737499237
colbench_backend_programming,334,0.2982560098171234,0.23655425012111664,-0.18165555596351624,-0.056375473737716675
colbench_backend_programming,555,0.2981286942958832,0.29386410117149353,-0.05024544522166252,-0.09105167537927628
colbench_backend_programming,411,0.2980426549911499,0.24097615480422974,-0.17538505792617798,-0.05350402742624283
colbench_backend_programming,206,0.2979576587677002,-0.17450299859046936,0.241510808467865,0.1019069254398346
colbench_backend_programming,367,0.297883540391922,0.1149008497595787,-0.2748315930366516,-0.06376862525939941
colbench_backend_programming,779,0.29759716987609863,0.13777132332324982,-0.2637861669063568,-0.05440956726670265
colbench_backend_programming,642,0.29751265048980713,0.13012854754924774,-0.26754501461982727,-0.05643145740032196
colbench_backend_programming,313,0.29648545384407043,0.232548788189888,-0.1839148849248886,-0.05161571875214577
colbench_backend_programming,934,0.2963496446609497,-0.17859303951263428,0.23649023473262787,0.09637009352445602
colbench_backend_programming,98,0.29587626457214355,0.22992457449436188,-0.18621881306171417,-0.059119854122400284
colbench_backend_programming,382,0.2957688570022583,0.16645239293575287,-0.2444847971200943,-0.05074254423379898
colbench_backend_programming,323,0.2957434058189392,-0.09946537762880325,0.2785153388977051,0.1116584837436676
colbench_backend_programming,191,0.2954687774181366,0.2698204815387726,-0.12041054666042328,-0.06502743065357208
colbench_backend_programming,797,0.2953665256500244,0.2822137475013733,-0.08715952932834625,-0.06823910027742386
colbench_backend_programming,960,0.2951456308364868,0.23063313961029053,-0.18417192995548248,-0.05645142123103142
colbench_backend_programming,60,0.2945217192173004,0.23459088802337646,-0.1780734658241272,-0.06090749800205231
colbench_backend_programming,197,0.29449957609176636,0.03708280995488167,-0.29215556383132935,-0.07407921552658081
colbench_backend_programming,207,0.294414222240448,0.24014019966125488,-0.17033030092716217,-0.062288787215948105
colbench_backend_programming,72,0.29432612657546997,0.2518434524536133,-0.15232445299625397,-0.07042688876390457
colbench_backend_programming,27,0.29431918263435364,0.08917912095785141,-0.28048327565193176,-0.06841680407524109
colbench_backend_programming,330,0.29404446482658386,-0.14893652498722076,0.2535351514816284,0.1036500632762909
colbench_backend_programming,680,0.2936302423477173,-0.21286483108997345,0.2022554874420166,0.08310064673423767
colbench_backend_programming,305,0.29278308153152466,0.17307865619659424,-0.2361476719379425,-0.05470186844468117
colbench_backend_programming,796,0.292650043964386,0.23255349695682526,-0.1776595413684845,-0.053490400314331055
colbench_backend_programming,208,0.2926241159439087,0.1449248045682907,-0.254215806722641,-0.0626576691865921
colbench_backend_programming,374,0.2924668490886688,0.21286426484584808,-0.20056334137916565,-0.05438403785228729
colbench_backend_programming,615,0.29226550459861755,0.23856525123119354,-0.16883647441864014,-0.06063695251941681
colbench_backend_programming,332,0.2920270562171936,0.24451076984405518,-0.15966929495334625,-0.05804835632443428
colbench_backend_programming,651,0.2919270694255829,0.19257089495658875,-0.21940341591835022,-0.055747706443071365
colbench_backend_programming,129,0.291899710893631,0.19392766058444977,-0.2181684970855713,-0.06429053843021393
colbench_backend_programming,333,0.29167765378952026,0.19703704118728638,-0.21506339311599731,-0.05658498778939247
colbench_backend_programming,361,0.2916643023490906,-0.27741533517837524,-0.09004884958267212,0.026772398501634598
colbench_backend_programming,25,0.2915816307067871,0.1610729694366455,-0.24305421113967896,-0.05226054787635803
colbench_backend_programming,51,0.2915596067905426,0.2378997504711151,-0.16855478286743164,-0.06512883305549622
colbench_backend_programming,924,0.29121628403663635,0.22725336253643036,-0.1821066439151764,-0.060062509030103683
colbench_backend_programming,327,0.2910817563533783,0.21479301154613495,-0.196449875831604,-0.0538150817155838
colbench_backend_programming,251,0.29092758893966675,0.2288253903388977,-0.17966026067733765,-0.05505892634391785
colbench_backend_programming,761,0.2908107042312622,-0.19720417261123657,0.213732048869133,0.11406999826431274
colbench_backend_programming,617,0.29066941142082214,0.17741446197032928,-0.23024511337280273,-0.05315500497817993
colbench_backend_programming,832,0.29066774249076843,0.1776425987482071,-0.23006705939769745,-0.0522940456867218
colbench_backend_programming,704,0.28932276368141174,0.2513829171657562,-0.14322809875011444,-0.06578425318002701
colbench_backend_programming,162,0.2891950309276581,0.136222705245018,-0.2551022171974182,-0.051441505551338196
colbench_backend_programming,756,0.2891387343406677,-0.2628692090511322,0.12041999399662018,0.11792433261871338
colbench_backend_programming,80,0.289087176322937,0.20221279561519623,-0.20659470558166504,-0.05476432666182518
colbench_backend_programming,111,0.2890465557575226,0.1760748028755188,-0.2292281985282898,-0.05450473353266716
colbench_backend_programming,696,0.2889542281627655,0.1296534389257431,-0.2582334876060486,-0.05873885378241539
colbench_backend_programming,472,0.28881463408470154,0.25884324312210083,-0.1281174123287201,-0.07142369449138641
colbench_backend_programming,490,0.2885754704475403,0.21571703255176544,-0.19168193638324738,-0.05422833934426308
colbench_backend_programming,766,0.2885492146015167,-0.27154356241226196,0.09759477525949478,0.13239023089408875
colbench_backend_programming,753,0.288544625043869,-0.17534849047660828,0.2291525900363922,0.10715900361537933
colbench_backend_programming,750,0.28854286670684814,0.17422376573085785,-0.23000666499137878,-0.052381452172994614
colbench_backend_programming,943,0.2884555459022522,0.2156413495540619,-0.19158655405044556,-0.061604443937540054
colbench_backend_programming,997,0.28824102878570557,0.04973144084215164,-0.28391844034194946,-0.08064711838960648
colbench_backend_programming,720,0.28822529315948486,0.2346581071615219,-0.16736005246639252,-0.06665440648794174
colbench_backend_programming,54,0.2879316508769989,0.282977819442749,-0.05318063497543335,-0.10837171971797943
colbench_backend_programming,922,0.28776371479034424,-0.28773796558380127,-0.003849072614684701,0.08788556605577469
colbench_backend_programming,394,0.2876451015472412,0.21217037737369537,-0.1942252367734909,-0.05557772144675255
colbench_backend_programming,56,0.2874954044818878,0.15555135905742645,-0.241779625415802,-0.062195803970098495
colbench_backend_programming,909,0.2874467074871063,0.14124612510204315,-0.25035005807876587,-0.05566845089197159
colbench_backend_programming,978,0.2872752547264099,0.24997366964817047,-0.1415635347366333,-0.07047797739505768
colbench_backend_programming,719,0.28711408376693726,0.15712617337703705,-0.24030371010303497,-0.05351701378822327
colbench_backend_programming,209,0.2870503067970276,0.24254027009010315,-0.15353205800056458,-0.06295530498027802
colbench_backend_programming,528,0.2869551479816437,-0.1773265302181244,0.22560708224773407,0.11067011952400208
colbench_backend_programming,648,0.2867661714553833,0.21974748373031616,-0.1842440813779831,-0.05467567220330238
colbench_backend_programming,956,0.28659579157829285,-0.2674923837184906,0.10288333892822266,0.12893478572368622
colbench_backend_programming,609,0.2865477204322815,0.25777000188827515,-0.12515677511692047,-0.07988069951534271
colbench_backend_programming,110,0.28650611639022827,0.22676962614059448,-0.17510364949703217,-0.056663334369659424
colbench_backend_programming,57,0.28636854887008667,0.0904766246676445,-0.27170005440711975,-0.0726102963089943
colbench_backend_programming,724,0.28601017594337463,0.11795151978731155,-0.2605556845664978,-0.06911555677652359
colbench_backend_programming,989,0.28586262464523315,0.040140748023986816,-0.28303033113479614,-0.08814489096403122
colbench_backend_programming,157,0.28583431243896484,0.28243282437324524,-0.043965406715869904,-0.09713733941316605
colbench_backend_programming,522,0.2854166030883789,-0.24473434686660767,0.1468595713376999,0.11586526036262512
colbench_backend_programming,621,0.2851852774620056,0.27308517694473267,-0.08218960464000702,-0.09542820602655411
colbench_backend_programming,319,0.2851088047027588,-0.2743748426437378,0.07749500870704651,0.13408029079437256
colbench_backend_programming,59,0.28509265184402466,0.17632457613945007,-0.22402557730674744,-0.05645744130015373
colbench_backend_programming,931,0.2850469946861267,0.12847521901130676,-0.2544521689414978,-0.05608662590384483
colbench_backend_programming,573,0.285033255815506,-0.20983915030956268,0.19290278851985931,0.10482760518789291
colbench_backend_programming,666,0.2849791944026947,0.1900528371334076,-0.21235127747058868,-0.0589718222618103
colbench_backend_programming,827,0.2847975790500641,-0.010134357027709484,-0.28461721539497375,-0.10601391643285751
colbench_backend_programming,789,0.28431829810142517,0.20017918944358826,-0.20190390944480896,-0.06375375390052795
colbench_backend_programming,456,0.2842111587524414,0.24156364798545837,-0.14974306523799896,-0.06636923551559448
colbench_backend_programming,288,0.28421109914779663,-0.12973777949810028,0.25287163257598877,0.10281194746494293
colbench_backend_programming,106,0.284193754196167,0.18963530659675598,-0.21167084574699402,-0.058902811259031296
colbench_backend_programming,634,0.2839900255203247,0.2179659754037857,-0.18204715847969055,-0.06267545372247696
colbench_backend_programming,443,0.28398212790489197,-0.2785404622554779,0.05532682314515114,0.032219357788562775
colbench_backend_programming,97,0.28395000100135803,-0.028192413970828056,0.2825469672679901,0.12773191928863525
colbench_backend_programming,11,0.2837904393672943,0.21408653259277344,-0.18629001080989838,-0.06467025727033615
colbench_backend_programming,928,0.2835102379322052,0.15076108276844025,-0.2401023805141449,-0.05704401805996895
colbench_backend_programming,6,0.2834608554840088,0.14219263195991516,-0.24521687626838684,-0.06339456140995026
colbench_backend_programming,817,0.2831866145133972,0.2048080414533615,-0.19557179510593414,-0.05825887247920036
colbench_backend_programming,694,0.2830502390861511,0.13229992985725403,-0.25022822618484497,-0.064735047519207
colbench_backend_programming,970,0.28297141194343567,0.16608883440494537,-0.22910110652446747,-0.06406865268945694
colbench_backend_programming,859,0.28295624256134033,0.2373414933681488,-0.15405596792697906,-0.06960886716842651
colbench_backend_programming,419,0.2828950583934784,0.15327422320842743,-0.2377743422985077,-0.06115579605102539
colbench_backend_programming,848,0.2827397584915161,0.2510475218296051,-0.13006502389907837,-0.07662547379732132
colbench_backend_programming,335,0.2826724648475647,0.2340577393770218,-0.15849512815475464,-0.07229811698198318
colbench_backend_programming,875,0.2825528383255005,0.1684575229883194,-0.2268439382314682,-0.06243028864264488
colbench_backend_programming,973,0.2823106348514557,0.1038094088435173,-0.26253172755241394,-0.07081758230924606
colbench_backend_programming,41,0.28219082951545715,0.24815700948238373,-0.13434943556785583,-0.07816237956285477
colbench_backend_programming,631,0.28168749809265137,0.21825498342514038,-0.17808035016059875,-0.06528784334659576
colbench_backend_programming,28,0.2816332280635834,0.11372185498476028,-0.2576521337032318,-0.07227011024951935
colbench_backend_programming,972,0.2814895808696747,0.23029552400112152,-0.1618652492761612,-0.070619136095047
colbench_backend_programming,478,0.2812938988208771,-0.19909898936748505,0.19871047139167786,0.10759805142879486
colbench_backend_programming,552,0.28069430589675903,0.23168155550956726,-0.15847064554691315,-0.07058883458375931
colbench_backend_programming,242,0.28060683608055115,0.2336096316576004,-0.15545654296875,-0.07236684113740921
colbench_backend_programming,203,0.2805826663970947,0.24789905548095703,-0.1314256191253662,-0.06244724616408348
