benchmark,task_id,discrimination,easiness,a0,a1,a2,a3,a4,a5,a6,a7
assistantbench,fb9ba3ab6a13d0adc677f993e90d54914a5cdf211305a1bba6bf16ec4ccb9b7c,1.0206763744354248,-0.73512864112854,0.45531389117240906,0.27878352999687195,-0.4066140949726105,0.34341299533843994,-0.4353949725627899,-0.21738561987876892,0.3381553888320923,-0.349724680185318
assistantbench,4e615af6f0348597b4133cc1ec5418bb3f35328e3d95e23a275027cee97b5e09,1.0206669569015503,-0.7465655207633972,0.45606449246406555,0.2787717282772064,-0.40630340576171875,0.3435635268688202,-0.4346851110458374,-0.21686184406280518,0.3382176458835602,-0.3500896692276001
assistantbench,b36ef2d8f2643b80e74a44ce3403f674ecb2aed7fd36afeaa289061a59feef92,1.0198190212249756,-0.7366311550140381,0.45478925108909607,0.2789267301559448,-0.4060893952846527,0.34338369965553284,-0.43401601910591125,-0.21789833903312683,0.33821260929107666,-0.3497699797153473
assistantbench,9bdca8677af1e25cb7b0c7992dc62670c3e58e4afcd5ae60bcaa2483556bba00,1.0194576978683472,-0.7466152310371399,0.45416438579559326,0.2788911759853363,-0.40517523884773254,0.34322160482406616,-0.4351767897605896,-0.21773523092269897,0.3380204737186432,-0.34962138533592224
assistantbench,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,1.0189383029937744,-0.7443881034851074,0.4533134400844574,0.2785372734069824,-0.4057243764400482,0.34303271770477295,-0.4354056715965271,-0.21710576117038727,0.33761999011039734,-0.34953561425209045
assistantbench,9baaa267c95f9d8b75741ee9169c50563d297cfa592c20deaffd30dbc5984c74,1.0181493759155273,-0.7359863519668579,0.45434504747390747,0.2776605188846588,-0.4056575894355774,0.3424665927886963,-0.43487587571144104,-0.21607692539691925,0.3372281491756439,-0.34890252351760864
assistantbench,9e31099fffa6a3891c94934fd4fc2f3f522d51c1904ff3561f3a10e4bf245821,1.0166141986846924,-0.7439439296722412,0.45301321148872375,0.27802059054374695,-0.4040813446044922,0.34231463074684143,-0.4337196350097656,-0.21722203493118286,0.3371681869029999,-0.3486349880695343
assistantbench,748899d9d70c09beb3bd48ac8a3658bdcfd2f9114fe6dc4c4b8d2f9541ef4607,1.0152826309204102,-0.7481637001037598,0.4529059827327728,0.27721938490867615,-0.4042374789714813,0.3415195345878601,-0.4336968660354614,-0.2162390649318695,0.3363121747970581,-0.34759560227394104
assistantbench,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,1.0142459869384766,-0.741523802280426,0.45252725481987,0.27707746624946594,-0.4036470353603363,0.34129786491394043,-0.43270647525787354,-0.21602672338485718,0.3360802233219147,-0.34767016768455505
assistantbench,a9074997e698f912b9e751779ea19c1e92fa148404e90e0ae997acea3f9559b0,1.0126516819000244,-0.7412855625152588,0.45209646224975586,0.2764036953449249,-0.4029972553253174,0.3406822383403778,-0.4321605861186981,-0.21545931696891785,0.3354785740375519,-0.34708893299102783
assistantbench,929b45f34805280d77c61d1e093e3d4e551d77ddb6ecd73552b12b1af286388d,1.0104292631149292,-0.7470071911811829,0.45137861371040344,0.2753296196460724,-0.4023720324039459,0.3397349417209625,-0.4315700829029083,-0.21465007960796356,0.3345929682254791,-0.34614336490631104
assistantbench,c7afe00869f98cf363fd83677ac41757ed5e57f03eacc3d1304feb0a92084bd1,0.9841814637184143,-0.6534083485603333,0.43149733543395996,0.2762029767036438,-0.39100736379623413,0.33087870478630066,-0.4222882091999054,-0.2117435187101364,0.32406488060951233,-0.3399807810783386
assistantbench,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,0.9361339211463928,-0.6523935198783875,0.41330504417419434,0.2550007998943329,-0.37505030632019043,0.3145963251590729,-0.4038233757019043,-0.19940683245658875,0.30951687693595886,-0.31973356008529663
assistantbench,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,0.9343569874763489,-0.6604437828063965,0.4154134690761566,0.25668686628341675,-0.3717936873435974,0.3155209422111511,-0.39733004570007324,-0.1996890753507614,0.3100169599056244,-0.3208194673061371
assistantbench,6b06d186921b8b390c65aebd0d16f09f60a47d2f1288ebe36953f734e84c0a3c,0.9288148880004883,-0.6476691365242004,0.4122677743434906,0.25360071659088135,-0.3699195086956024,0.31344786286354065,-0.3989867866039276,-0.19776226580142975,0.30702221393585205,-0.3174366056919098
assistantbench,6f224e7730ed027cbac73aebb1aea7f954053082041b02b19f4ff126a0a8a208,0.8822861313819885,-0.5745149254798889,0.3880023658275604,0.24696706235408783,-0.3479618728160858,0.3021189570426941,-0.3719438910484314,-0.18942630290985107,0.29510584473609924,-0.30532750487327576
assistantbench,52f7224e9c79431e7926afe317782711a0028750693e7456cde22ef6f4bd8bd5,0.8439974784851074,-0.4900016188621521,0.3619104027748108,0.24609418213367462,-0.33478060364723206,0.2841340899467468,-0.36438804864883423,-0.1788431704044342,0.2738918960094452,-0.29698440432548523
assistantbench,99da66d8af02491f98b98c56b26c709e773b5a2ad945fb280375951ba600de09,0.8246710300445557,-0.5788406729698181,0.3770196735858917,0.21859629452228546,-0.32996031641960144,0.2759685218334198,-0.34615519642829895,-0.17687773704528809,0.2753247022628784,-0.2796584367752075
assistantbench,3af8028c2a59e28ca88baff0e6d91f2a9f170c5ef91003f1c8406755a2760ad4,0.8198699355125427,-0.48618263006210327,0.3627716600894928,0.2378007471561432,-0.3202259838581085,0.2744470238685608,-0.3550160229206085,-0.1731889396905899,0.2648363411426544,-0.2828414738178253
assistantbench,57d9dc6935e8a40b02e7f8ec81768fe70e68a0c05f6866927c9fda38db38a486,0.6753196120262146,-0.4539564549922943,0.31378650665283203,0.1808238923549652,-0.26214003562927246,0.2165958136320114,-0.2972259521484375,-0.14447297155857086,0.21865178644657135,-0.2285647690296173
assistantbench,55f4258484c5b398956133128a50462a767da211f8f72aa5ac5bbffb9bcbba1a,0.5894900560379028,-0.31242215633392334,0.24826407432556152,0.1849297136068344,-0.22801372408866882,0.19836211204528809,-0.2535094618797302,-0.12420010566711426,0.18605315685272217,-0.21451854705810547
assistantbench,8fa42360185068216f2919935148d4e1ad28ddc18da0abd0f4bb0b6b6f84b127,0.3746858835220337,-0.17983262240886688,0.15653082728385925,0.11045173555612564,-0.14582578837871552,0.11102348566055298,-0.20247231423854828,-0.06864839047193527,0.09868238866329193,-0.12104049324989319
colbench_backend_programming,818,0.6132117509841919,-0.16842380166053772,-0.21063882112503052,0.21571163833141327,-0.218323215842247,-0.21876202523708344,-0.2229452133178711,0.21760816872119904,-0.21019120514392853,-0.21992801129817963
colbench_backend_programming,125,0.6109159588813782,-0.16847483813762665,-0.215084508061409,0.21691197156906128,-0.21757632493972778,-0.21770024299621582,-0.22195345163345337,0.21604976058006287,-0.20531442761421204,-0.21697574853897095
colbench_backend_programming,811,0.6105596423149109,0.16906504333019257,0.20711010694503784,-0.21430055797100067,0.21804597973823547,0.21717125177383423,0.22121292352676392,-0.21707993745803833,0.21211807429790497,0.2195526659488678
colbench_backend_programming,408,0.6099005341529846,-0.16756048798561096,-0.20736385881900787,0.21385976672172546,-0.21806681156158447,-0.21758638322353363,-0.22067277133464813,0.21713833510875702,-0.21115770936012268,-0.21888989210128784
colbench_backend_programming,333,0.6079664826393127,-0.1676940768957138,-0.20468634366989136,0.21339650452136993,-0.2184760570526123,-0.21650072932243347,-0.21973569691181183,0.2168232798576355,-0.21252478659152985,-0.21707478165626526
colbench_backend_programming,697,0.6072767972946167,-0.16824223101139069,-0.20862829685211182,0.2122330218553543,-0.21735723316669464,-0.2176417112350464,-0.2207459658384323,0.21516123414039612,-0.20706497132778168,-0.21841558814048767
colbench_backend_programming,880,0.605963945388794,-0.16666893661022186,-0.21338313817977905,0.21682703495025635,-0.21585124731063843,-0.21644657850265503,-0.21719756722450256,0.21464964747428894,-0.2034585177898407,-0.21577879786491394
colbench_backend_programming,3,0.6053297519683838,-0.16724920272827148,-0.21109262108802795,0.21314400434494019,-0.21669305860996246,-0.21624255180358887,-0.2179906666278839,0.21449509263038635,-0.2060098797082901,-0.21621470153331757
colbench_backend_programming,989,0.6049439907073975,-0.1672988086938858,-0.2087024599313736,0.21357843279838562,-0.2151988297700882,-0.21589604020118713,-0.21968483924865723,0.2144407480955124,-0.20691365003585815,-0.21634146571159363
colbench_backend_programming,971,0.6048343777656555,0.1677556186914444,0.20202268660068512,-0.21114610135555267,0.21668682992458344,0.21570321917533875,0.2205413281917572,-0.21546781063079834,0.21166349947452545,0.21698255836963654
colbench_backend_programming,191,0.60371994972229,-0.16791541874408722,-0.20801915228366852,0.20931506156921387,-0.21821920573711395,-0.21710564196109772,-0.21871325373649597,0.2139279544353485,-0.20555837452411652,-0.2162952423095703
colbench_backend_programming,25,0.603214681148529,-0.16699367761611938,-0.20988139510154724,0.21025049686431885,-0.21646952629089355,-0.21673454344272614,-0.21738553047180176,0.21403303742408752,-0.20462214946746826,-0.21643182635307312
colbench_backend_programming,680,0.6032019257545471,0.1680261641740799,0.20499378442764282,-0.21319974958896637,0.21464921534061432,0.2148188203573227,0.2177213877439499,-0.2152561992406845,0.2084217369556427,0.2167421132326126
colbench_backend_programming,75,0.602693498134613,0.1682112067937851,0.20635642111301422,-0.21347245573997498,0.2147868275642395,0.21536146104335785,0.21693454682826996,-0.21438583731651306,0.20680993795394897,0.21628643572330475
colbench_backend_programming,411,0.6026560664176941,-0.16712187230587006,-0.20640341937541962,0.2138012945652008,-0.21452388167381287,-0.21546834707260132,-0.21596604585647583,0.2148229330778122,-0.2072608470916748,-0.21607083082199097
colbench_backend_programming,353,0.6026416420936584,0.16777746379375458,0.20364953577518463,-0.21092157065868378,0.21607495844364166,0.21484148502349854,0.21913418173789978,-0.2145337611436844,0.2095261514186859,0.21546439826488495
colbench_backend_programming,160,0.6026359796524048,0.16679193079471588,0.20385679602622986,-0.2110942006111145,0.21777087450027466,0.21500945091247559,0.21734684705734253,-0.21480192244052887,0.2092749923467636,0.2149953991174698
colbench_backend_programming,343,0.6023794412612915,-0.1668775975704193,-0.20377705991268158,0.21227124333381653,-0.2149476259946823,-0.2148711234331131,-0.21823512017726898,0.21450939774513245,-0.20861466228961945,-0.21620316803455353
colbench_backend_programming,513,0.6023546457290649,-0.16615892946720123,-0.20652835071086884,0.21159781515598297,-0.21496284008026123,-0.21539334952831268,-0.2197706550359726,0.2132185995578766,-0.2059568166732788,-0.2159181535243988
colbench_backend_programming,931,0.6021729707717896,-0.1666385680437088,-0.20243822038173676,0.20963238179683685,-0.21707813441753387,-0.21474450826644897,-0.21868304908275604,0.21452295780181885,-0.21004006266593933,-0.2156108021736145
colbench_backend_programming,877,0.6021227836608887,0.16713184118270874,0.21007955074310303,-0.21330828964710236,0.21494363248348236,0.21512410044670105,0.2187885344028473,-0.21291996538639069,0.20180431008338928,0.2156631350517273
colbench_backend_programming,342,0.6019073128700256,0.16634108126163483,0.20844167470932007,-0.2131272256374359,0.21430715918540955,0.2149065136909485,0.2170855700969696,-0.21418733894824982,0.20582880079746246,0.21433863043785095
colbench_backend_programming,80,0.6017305254936218,-0.16652902960777283,-0.2103443443775177,0.21125367283821106,-0.21564897894859314,-0.2158493846654892,-0.2186228185892105,0.21240277588367462,-0.202177494764328,-0.2152317613363266
colbench_backend_programming,688,0.601592481136322,-0.16703252494335175,-0.20890849828720093,0.2121286243200302,-0.21491403877735138,-0.2154567986726761,-0.21867555379867554,0.2126416265964508,-0.2034289687871933,-0.2150435596704483
colbench_backend_programming,351,0.6015262603759766,-0.16632477939128876,-0.20661425590515137,0.21147187054157257,-0.21540747582912445,-0.21615339815616608,-0.21865928173065186,0.21309956908226013,-0.20343080163002014,-0.21608786284923553
colbench_backend_programming,276,0.6013628244400024,-0.16726736724376678,-0.20487791299819946,0.21176528930664062,-0.21395546197891235,-0.21469959616661072,-0.2178124487400055,0.21399331092834473,-0.20763705670833588,-0.21586182713508606
colbench_backend_programming,275,0.6011086106300354,-0.16663071513175964,-0.2091551423072815,0.21119894087314606,-0.21585948765277863,-0.21503274142742157,-0.21636223793029785,0.2128976732492447,-0.20514033734798431,-0.21430283784866333
colbench_backend_programming,328,0.600959300994873,0.16862228512763977,0.2097896784543991,-0.21406398713588715,0.21450400352478027,0.21571655571460724,0.21377314627170563,-0.21390770375728607,0.20377720892429352,0.21398766338825226
colbench_backend_programming,615,0.6008031368255615,-0.16889671981334686,-0.20589759945869446,0.21038803458213806,-0.2147376835346222,-0.21516962349414825,-0.21913091838359833,0.21236009895801544,-0.2059270143508911,-0.2153511494398117
colbench_backend_programming,196,0.6007747054100037,0.16626311838626862,0.20841340720653534,-0.21127836406230927,0.21454107761383057,0.21396802365779877,0.21728986501693726,-0.2128482162952423,0.20619812607765198,0.21449582278728485
colbench_backend_programming,963,0.6005181670188904,-0.1666412502527237,-0.20509077608585358,0.2125505954027176,-0.2140742540359497,-0.214634969830513,-0.21709813177585602,0.2133687138557434,-0.20640432834625244,-0.21500129997730255
colbench_backend_programming,28,0.6004565358161926,-0.16602613031864166,-0.20735716819763184,0.20886461436748505,-0.21619728207588196,-0.21572133898735046,-0.21672587096691132,0.21316704154014587,-0.20421065390110016,-0.21572522819042206
colbench_backend_programming,659,0.6004147529602051,-0.1659766137599945,-0.20323677361011505,0.21059462428092957,-0.2156183123588562,-0.2140244096517563,-0.2176906317472458,0.21359360218048096,-0.2082514464855194,-0.21486003696918488
colbench_backend_programming,288,0.6001099348068237,0.16632401943206787,0.20394913852214813,-0.211000457406044,0.21386654675006866,0.21442800760269165,0.21793104708194733,-0.21362735331058502,0.20747515559196472,0.21475732326507568
colbench_backend_programming,932,0.6000953316688538,0.1661088615655899,0.20974421501159668,-0.21070808172225952,0.21484361588954926,0.2157963216304779,0.21677076816558838,-0.21274615824222565,0.2017197161912918,0.21460823714733124
colbench_backend_programming,167,0.5997970104217529,0.16567222774028778,0.2099241316318512,-0.2131277173757553,0.21407799422740936,0.2139655351638794,0.21617759764194489,-0.2121123969554901,0.20360800623893738,0.21324537694454193
colbench_backend_programming,51,0.5997894406318665,-0.16765175759792328,-0.20563963055610657,0.21260704100131989,-0.21371734142303467,-0.21336102485656738,-0.2169480174779892,0.2129727602005005,-0.2064208835363388,-0.2145378440618515
colbench_backend_programming,48,0.5996772646903992,-0.16739033162593842,-0.2054014354944229,0.2124200463294983,-0.21510685980319977,-0.213191419839859,-0.2153903841972351,0.21329230070114136,-0.2070443481206894,-0.21406830847263336
colbench_backend_programming,793,0.5996679067611694,-0.1671614646911621,-0.2077099084854126,0.2080071121454239,-0.21555212140083313,-0.21641871333122253,-0.21691346168518066,0.21245236694812775,-0.20264799892902374,-0.2159578949213028
colbench_backend_programming,496,0.5995790362358093,-0.16556699573993683,-0.2050316035747528,0.2084818035364151,-0.21604803204536438,-0.21495720744132996,-0.21650859713554382,0.21309861540794373,-0.20645667612552643,-0.21493655443191528
colbench_backend_programming,194,0.5995674729347229,-0.16657495498657227,-0.20814302563667297,0.21285517513751984,-0.2139584869146347,-0.21447432041168213,-0.21505971252918243,0.21341824531555176,-0.20366372168064117,-0.2139996886253357
colbench_backend_programming,529,0.5995628237724304,-0.16457170248031616,-0.20733101665973663,0.21187320351600647,-0.21461664140224457,-0.21446998417377472,-0.21515722572803497,0.21310167014598846,-0.20393826067447662,-0.21504811942577362
colbench_backend_programming,105,0.5995055437088013,-0.16619691252708435,-0.2051764577627182,0.2097640037536621,-0.2151634693145752,-0.21448665857315063,-0.21860885620117188,0.2127540558576584,-0.2043563723564148,-0.21492572128772736
colbench_backend_programming,546,0.5993272662162781,0.16795188188552856,0.20356638729572296,-0.20875273644924164,0.21468985080718994,0.2146548181772232,0.2170482575893402,-0.2131994068622589,0.20785000920295715,0.21503999829292297
colbench_backend_programming,485,0.5992959141731262,-0.16735021770000458,-0.20839640498161316,0.21167105436325073,-0.21386487782001495,-0.21332256495952606,-0.21751728653907776,0.21248337626457214,-0.20408347249031067,-0.2134576290845871
colbench_backend_programming,129,0.5990615487098694,-0.1651441752910614,-0.20911090075969696,0.20990848541259766,-0.21499480307102203,-0.215738907456398,-0.21636629104614258,0.2122272402048111,-0.20093348622322083,-0.21468758583068848
colbench_backend_programming,933,0.5989755392074585,-0.16642922163009644,-0.20942506194114685,0.21241970360279083,-0.21425998210906982,-0.21392956376075745,-0.21690228581428528,0.21135152876377106,-0.2021600753068924,-0.21338404715061188
colbench_backend_programming,193,0.5988478660583496,0.1659696400165558,0.2084302306175232,-0.21244895458221436,0.21297037601470947,0.2130383402109146,0.21582213044166565,-0.21264535188674927,0.2048044204711914,0.21344134211540222
colbench_backend_programming,178,0.5985834002494812,-0.16619588434696198,-0.20519430935382843,0.20906591415405273,-0.21410560607910156,-0.21386173367500305,-0.2176545262336731,0.21208196878433228,-0.2065858095884323,-0.21419811248779297
colbench_backend_programming,219,0.598530113697052,-0.16540729999542236,-0.20626667141914368,0.2124411016702652,-0.21351264417171478,-0.21348845958709717,-0.21556292474269867,0.21245121955871582,-0.20446240901947021,-0.21444903314113617
colbench_backend_programming,651,0.598442018032074,-0.1663123518228531,-0.2094520479440689,0.21277333796024323,-0.21311308443546295,-0.21322134137153625,-0.2156030237674713,0.21213631331920624,-0.20370949804782867,-0.21242797374725342
colbench_backend_programming,773,0.5984194278717041,-0.16441792249679565,-0.20682655274868011,0.2100585699081421,-0.2138655036687851,-0.21392732858657837,-0.21601371467113495,0.21275299787521362,-0.20521607995033264,-0.2136848419904709
colbench_backend_programming,742,0.5981639623641968,-0.16618196666240692,-0.20437657833099365,0.20793969929218292,-0.2157258838415146,-0.21414363384246826,-0.21593697369098663,0.2128099948167801,-0.20699064433574677,-0.21362178027629852
colbench_backend_programming,954,0.5981379747390747,-0.16648058593273163,-0.20320598781108856,0.2092396765947342,-0.21347087621688843,-0.21445275843143463,-0.21853478252887726,0.21215669810771942,-0.2047196626663208,-0.21553945541381836
colbench_backend_programming,955,0.5979436635971069,-0.16524185240268707,-0.20422238111495972,0.20759844779968262,-0.21570543944835663,-0.2139471471309662,-0.21545852720737457,0.2127387523651123,-0.2076018899679184,-0.21366283297538757
colbench_backend_programming,552,0.5979176163673401,-0.16762767732143402,-0.20523643493652344,0.21167579293251038,-0.2138899266719818,-0.21408851444721222,-0.2141624093055725,0.21291974186897278,-0.20533141493797302,-0.21361814439296722
colbench_backend_programming,761,0.5979167819023132,0.16621825098991394,0.2045445293188095,-0.21084697544574738,0.21353863179683685,0.2140478789806366,0.21633541584014893,-0.2125503569841385,0.20455516874790192,0.21441277861595154
colbench_backend_programming,891,0.5978893041610718,-0.1665160357952118,-0.20375441014766693,0.20870356261730194,-0.21397410333156586,-0.21454380452632904,-0.2177121788263321,0.21218600869178772,-0.20408155024051666,-0.2156706601381302
colbench_backend_programming,370,0.597884476184845,-0.1680423617362976,-0.20607890188694,0.2099316418170929,-0.21578145027160645,-0.21386165916919708,-0.21617314219474792,0.21155746281147003,-0.20456963777542114,-0.21281798183918
colbench_backend_programming,590,0.5978540182113647,-0.16583400964736938,-0.20542797446250916,0.20966942608356476,-0.215269073843956,-0.21395885944366455,-0.21626780927181244,0.2120485156774521,-0.20465686917304993,-0.21337196230888367
colbench_backend_programming,710,0.5977514386177063,0.16558682918548584,0.20891764760017395,-0.21061426401138306,0.2147933691740036,0.215186208486557,0.21552035212516785,-0.21143203973770142,0.19950853288173676,0.21425305306911469
colbench_backend_programming,427,0.5976756811141968,-0.1663019359111786,-0.20578110218048096,0.21077945828437805,-0.214291051030159,-0.21324381232261658,-0.21559996902942657,0.21268823742866516,-0.20496179163455963,-0.21288463473320007
colbench_backend_programming,882,0.5976653099060059,-0.16730527579784393,-0.2027081996202469,0.20963023602962494,-0.21427364647388458,-0.213825985789299,-0.21666540205478668,0.21250875294208527,-0.20666874945163727,-0.21381723880767822
colbench_backend_programming,885,0.5976129174232483,-0.16628697514533997,-0.209639310836792,0.21132145822048187,-0.21329815685749054,-0.21297861635684967,-0.21803003549575806,0.21011583507061005,-0.20170925557613373,-0.21285535395145416
colbench_backend_programming,41,0.5974336862564087,-0.16628465056419373,-0.2098410725593567,0.21041549742221832,-0.21439795196056366,-0.21463222801685333,-0.21612785756587982,0.21084222197532654,-0.19961784780025482,-0.21347735822200775
colbench_backend_programming,277,0.5973721742630005,0.16552744805812836,0.20615936815738678,-0.20934875309467316,0.21518707275390625,0.21438796818256378,0.2157413512468338,-0.2118324190378189,0.20295274257659912,0.21365892887115479
colbench_backend_programming,544,0.5971590280532837,-0.16608615219593048,-0.20918472111225128,0.21170824766159058,-0.2137562334537506,-0.21433056890964508,-0.21506167948246002,0.2113417088985443,-0.1998947262763977,-0.2133452147245407
colbench_backend_programming,94,0.5970023274421692,-0.16643288731575012,-0.20684045553207397,0.2093634158372879,-0.21312761306762695,-0.21376852691173553,-0.21443460881710052,0.21262863278388977,-0.20566871762275696,-0.21256209909915924
colbench_backend_programming,747,0.5968347787857056,-0.16331170499324799,-0.2078096568584442,0.2111300379037857,-0.2131507843732834,-0.21267247200012207,-0.21617509424686432,0.21094882488250732,-0.20376145839691162,-0.21222230792045593
colbench_backend_programming,322,0.5968292355537415,0.16495399177074432,0.2045535296201706,-0.20879854261875153,0.21398568153381348,0.2131168395280838,0.21524883806705475,-0.2122703194618225,0.20561163127422333,0.21422100067138672
colbench_backend_programming,910,0.5967599153518677,-0.1650877147912979,-0.20617157220840454,0.2105146050453186,-0.21267350018024445,-0.21299517154693604,-0.21537300944328308,0.21232925355434418,-0.20387941598892212,-0.21369656920433044
colbench_backend_programming,518,0.5967562794685364,-0.16593286395072937,-0.206756129860878,0.21090112626552582,-0.21274445950984955,-0.21201682090759277,-0.21678593754768372,0.21107937395572662,-0.20464438199996948,-0.21271899342536926
colbench_backend_programming,606,0.596682608127594,-0.165925994515419,-0.2031271904706955,0.20632192492485046,-0.21461357176303864,-0.2136947512626648,-0.21531589329242706,0.21230372786521912,-0.2083331197500229,-0.21363481879234314
colbench_backend_programming,8,0.5966444611549377,-0.16702456772327423,-0.20235052704811096,0.20946520566940308,-0.21339577436447144,-0.21385569870471954,-0.21688991785049438,0.21199338138103485,-0.20481349527835846,-0.21438321471214294
colbench_backend_programming,476,0.5966428518295288,-0.16813978552818298,-0.20374591648578644,0.2103760689496994,-0.21338802576065063,-0.2121342569589615,-0.2157670557498932,0.21213065087795258,-0.20497561991214752,-0.21472536027431488
colbench_backend_programming,843,0.5965660214424133,-0.16532045602798462,-0.20229817926883698,0.21039649844169617,-0.21404223144054413,-0.2124466598033905,-0.21583138406276703,0.2123618721961975,-0.2056969702243805,-0.21391616761684418
colbench_backend_programming,687,0.5964720845222473,-0.16689223051071167,-0.20663148164749146,0.2103598713874817,-0.21366913616657257,-0.21348850429058075,-0.21376587450504303,0.21178220212459564,-0.20389695465564728,-0.2132551372051239
colbench_backend_programming,58,0.5963761806488037,-0.16590939462184906,-0.20546016097068787,0.21094149351119995,-0.21269021928310394,-0.21290433406829834,-0.21475793421268463,0.2123471200466156,-0.20418602228164673,-0.21327157318592072
colbench_backend_programming,779,0.596335232257843,-0.1651286631822586,-0.20868365466594696,0.2102731466293335,-0.21338948607444763,-0.21428197622299194,-0.2147640436887741,0.2110486775636673,-0.20044974982738495,-0.21343599259853363
colbench_backend_programming,796,0.5962191820144653,-0.16669686138629913,-0.20732273161411285,0.20828385651111603,-0.2141532152891159,-0.21366338431835175,-0.2166113257408142,0.21074098348617554,-0.20213118195533752,-0.21309511363506317
colbench_backend_programming,997,0.5961593389511108,-0.16546545922756195,-0.2061484009027481,0.20987389981746674,-0.21303915977478027,-0.21326427161693573,-0.21521984040737152,0.2117803394794464,-0.20366211235523224,-0.21294523775577545
colbench_backend_programming,967,0.5960418581962585,-0.1664687991142273,-0.2052382081747055,0.2091781198978424,-0.2139693647623062,-0.21197645366191864,-0.21620072424411774,0.2110479176044464,-0.20588400959968567,-0.212128683924675
colbench_backend_programming,88,0.5959458947181702,-0.1658196598291397,-0.2058226764202118,0.20871643722057343,-0.21367572247982025,-0.2127547264099121,-0.2156422734260559,0.2111499309539795,-0.20461226999759674,-0.21296019852161407
colbench_backend_programming,121,0.5958930850028992,-0.16582785546779633,-0.20698010921478271,0.21072269976139069,-0.21205540001392365,-0.21255600452423096,-0.21540507674217224,0.21146893501281738,-0.2037278115749359,-0.21230340003967285
colbench_backend_programming,681,0.5958160161972046,0.1657862365245819,0.2042691707611084,-0.2097431719303131,0.21331164240837097,0.21327291429042816,0.21485905349254608,-0.21172499656677246,0.20400279760360718,0.2137344479560852
