agent_id,benchmark,task_id,correct,normalized_model,model_family,normalized_harness,tool_exposure_mechanism,f_agent,effective_task_discrimination,task_easiness,agent_task_logit_contribution,logit,probability
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,9bdca8677af1e25cb7b0c7992dc62670c3e58e4afcd5ae60bcaa2483556bba00,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5708577036857605,-0.047249577939510345,-7.3009233474731445,-7.348172925412655,0.0006433533277701241
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,557e78eceec08ca8b0da5f9fdaca6e1c7ec6140a8ce600983ee716327dab005e,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5705130100250244,-0.04653390496969223,-7.296514987945557,-7.343048892915249,0.0006466562142078398
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,fb9ba3ab6a13d0adc677f993e90d54914a5cdf211305a1bba6bf16ec4ccb9b7c,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5760518312454224,-0.047973137348890305,-7.3673529624938965,-7.415326099842787,0.000601593930202712
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,52f7224e9c79431e7926afe317782711a0028750693e7456cde22ef6f4bd8bd5,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.17778906226158142,0.019935766234993935,-2.2738142013549805,-2.2538784351199865,0.09501544369321184
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,0ec4371851b96837b0a81b3dd3df401415061bb532fbafeb4609f3337c358508,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5726187825202942,-0.04733283072710037,-7.323446273803711,-7.370779104530811,0.0006289817700018411
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,6f224e7730ed027cbac73aebb1aea7f954053082041b02b19f4ff126a0a8a208,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.17995744943618774,-0.11636324226856232,-2.301546335220337,-2.4179095774888992,0.08181715728457631
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,99da66d8af02491f98b98c56b26c709e773b5a2ad945fb280375951ba600de09,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.2151014506816864,-0.02404170110821724,-2.751016855239868,-2.7750585563480854,0.058686940092857215
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,9baaa267c95f9d8b75741ee9169c50563d297cfa592c20deaffd30dbc5984c74,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.570984423160553,-0.046928469091653824,-7.302544116973877,-7.349472586065531,0.0006425182667655028
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.34585651755332947,0.03704027459025383,-4.423294544219971,-4.386254269629717,0.012294236478327355
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,e2dc3a6b10b762e8aba7fa4d4e70f757f6d04dcbc8b56c48fc53fd9928d31d07,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5811362266540527,-0.05074146389961243,-7.432379245758057,-7.483120709657669,0.0005621830491951563
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5665534734725952,-0.04477473720908165,-7.245874881744385,-7.290649618953466,0.0006814202932243854
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5733675956726074,-0.04881710186600685,-7.3330230712890625,-7.381840173155069,0.0006220671991025958
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5720122456550598,-0.046013399958610535,-7.3156890869140625,-7.361702486872673,0.0006347131448484325
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,55f4258484c5b398956133128a50462a767da211f8f72aa5ac5bbffb9bcbba1a,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.09908856451511383,0.048928067088127136,-1.267282485961914,-1.218354418873787,0.22822617192851827
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,4dbedc5e1a0205e14b7ff3ba89bce3060dab15d0ada3b7e1351a6f2aa8287aec,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5735515356063843,-0.047232773154973984,-7.335375785827637,-7.382608558982611,0.0006215896920735151
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,929b45f34805280d77c61d1e093e3d4e551d77ddb6ecd73552b12b1af286388d,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5672106742858887,-0.044583842158317566,-7.254280090332031,-7.298863932490349,0.0006758495873716879
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5666847229003906,-0.044986311346292496,-7.24755334854126,-7.292539659887552,0.0006801344724401229
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_1746383806,assistantbench,efc0f3a47e9ed2ecdbcc037c2093865fe6e39f4d413a5d1ccdc7357160a4606b,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5724539756774902,-0.04756884276866913,-7.321338653564453,-7.368907496333122,0.0006301593372390191
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,b36ef2d8f2643b80e74a44ce3403f674ecb2aed7fd36afeaa289061a59feef92,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.569669246673584,-0.04523761197924614,-7.285723686218262,-7.330961298197508,0.0006545150177471802
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,a9074997e698f912b9e751779ea19c1e92fa148404e90e0ae997acea3f9559b0,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5844178199768066,-0.054449282586574554,-7.474349021911621,-7.528798304498196,0.0005370950142598406
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,2aa5dd83fbcd0dce9a3dd4592106e5b5edf738008d932e357d477bba80e59ccf,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5742396116256714,-0.04738830775022507,-7.344175815582275,-7.3915641233325005,0.0006160512718068038
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,2ddae3b7a208e3c25f14d82d7a1faaaa1832fbf950b4dac345e755c4c361f294,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5722606182098389,-0.04722638055682182,-7.318865776062012,-7.3660921566188335,0.000631934826854416
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5710306167602539,-0.04699951782822609,-7.303134441375732,-7.3501339592039585,0.0006420937356991989
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,4e615af6f0348597b4133cc1ec5418bb3f35328e3d95e23a275027cee97b5e09,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5700501799583435,-0.045274410396814346,-7.290595531463623,-7.335869941860437,0.0006513121964616105
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,c7afe00869f98cf363fd83677ac41757ed5e57f03eacc3d1304feb0a92084bd1,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.3565655052661896,0.030675992369651794,-4.560256004333496,-4.529580011963844,0.010670125292357956
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,57d9dc6935e8a40b02e7f8ec81768fe70e68a0c05f6866927c9fda38db38a486,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.11691506206989288,-0.0654710903763771,-1.4952726364135742,-1.5607437267899513,0.17353995296850946
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,748899d9d70c09beb3bd48ac8a3658bdcfd2f9114fe6dc4c4b8d2f9541ef4607,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.569029688835144,-0.045489490032196045,-7.277544021606445,-7.323033511638641,0.000659721058835056
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,9e31099fffa6a3891c94934fd4fc2f3f522d51c1904ff3561f3a10e4bf245821,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5716041922569275,-0.047840435057878494,-7.3104705810546875,-7.358311016112566,0.0006368680370525272
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,291b53e665b4dd4365cde995042db4a6f6fecef3fe3a6f4482f23d61bd673918,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5735654234886169,-0.04763833060860634,-7.335553169250488,-7.383191499859095,0.0006212276726636842
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,8fa42360185068216f2919935148d4e1ad28ddc18da0abd0f4bb0b6b6f84b127,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.08884130418300629,0.22511354088783264,-1.1362262964248657,-0.9111127555370331,0.28677218702705753
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,3af8028c2a59e28ca88baff0e6d91f2a9f170c5ef91003f1c8406755a2760ad4,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.16669617593288422,0.0009434162639081478,-2.1319427490234375,-2.1309993327595294,0.10612015897801097
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,6b06d186921b8b390c65aebd0d16f09f60a47d2f1288ebe36953f734e84c0a3c,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.34509581327438354,0.03432860225439072,-4.413565635681152,-4.379237033426762,0.01237973966733861
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,9bdca8677af1e25cb7b0c7992dc62670c3e58e4afcd5ae60bcaa2483556bba00,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5708577036857605,-0.047249577939510345,-7.3009233474731445,-7.348172925412655,0.0006433533277701241
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,557e78eceec08ca8b0da5f9fdaca6e1c7ec6140a8ce600983ee716327dab005e,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5705130100250244,-0.04653390496969223,-7.296514987945557,-7.343048892915249,0.0006466562142078398
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,fb9ba3ab6a13d0adc677f993e90d54914a5cdf211305a1bba6bf16ec4ccb9b7c,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5760518312454224,-0.047973137348890305,-7.3673529624938965,-7.415326099842787,0.000601593930202712
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,52f7224e9c79431e7926afe317782711a0028750693e7456cde22ef6f4bd8bd5,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.17778906226158142,0.019935766234993935,-2.2738142013549805,-2.2538784351199865,0.09501544369321184
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,0ec4371851b96837b0a81b3dd3df401415061bb532fbafeb4609f3337c358508,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5726187825202942,-0.04733283072710037,-7.323446273803711,-7.370779104530811,0.0006289817700018411
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,6f224e7730ed027cbac73aebb1aea7f954053082041b02b19f4ff126a0a8a208,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.17995744943618774,-0.11636324226856232,-2.301546335220337,-2.4179095774888992,0.08181715728457631
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,99da66d8af02491f98b98c56b26c709e773b5a2ad945fb280375951ba600de09,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.2151014506816864,-0.02404170110821724,-2.751016855239868,-2.7750585563480854,0.058686940092857215
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.2647598087787628,-0.06232187896966934,-3.3861172199249268,-3.448439098894596,0.030815442872611083
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,9baaa267c95f9d8b75741ee9169c50563d297cfa592c20deaffd30dbc5984c74,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.570984423160553,-0.046928469091653824,-7.302544116973877,-7.349472586065531,0.0006425182667655028
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.34585651755332947,0.03704027459025383,-4.423294544219971,-4.386254269629717,0.012294236478327355
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,e2dc3a6b10b762e8aba7fa4d4e70f757f6d04dcbc8b56c48fc53fd9928d31d07,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5811362266540527,-0.05074146389961243,-7.432379245758057,-7.483120709657669,0.0005621830491951563
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,f88066d274e265edd6cd9d61cd80a41accb3a14baf2297652fdd05cdf716d455,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5665534734725952,-0.04477473720908165,-7.245874881744385,-7.290649618953466,0.0006814202932243854
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5733675956726074,-0.04881710186600685,-7.3330230712890625,-7.381840173155069,0.0006220671991025958
Assistantbench Browser Agent__anthropic/claude-3-7-sonnet-20250219__assistantbench_assistantbench_browser_agent_claude37sonnet20250219_high_1748638033,assistantbench,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,0,Claude 3.7 Sonnet,Claude Sonnet,AssistantBench Browser Agent,framework_mediated_browser_control,12.789392471313477,-0.5720122456550598,-0.046013399958610535,-7.3156890869140625,-7.361702486872673,0.0006347131448484325
