benchmark,task_id,discrimination,easiness,a0,a1
assistantbench,9e31099fffa6a3891c94934fd4fc2f3f522d51c1904ff3561f3a10e4bf245821,1.0037199258804321,-0.7861121296882629,0.7331380248069763,0.6855380535125732
assistantbench,291b53e665b4dd4365cde995042db4a6f6fecef3fe3a6f4482f23d61bd673918,1.0032471418380737,-0.7983629703521729,0.7317876219749451,0.6862883567810059
assistantbench,8ad84bd6fe38481ba49e7ad1f6fbd43219a999074e5c6fc940003281f55ec65b,1.0028988122940063,-0.7849489450454712,0.7347897291183472,0.6825613379478455
assistantbench,fb9ba3ab6a13d0adc677f993e90d54914a5cdf211305a1bba6bf16ec4ccb9b7c,1.0021356344223022,-0.79209965467453,0.7347568869590759,0.6814749836921692
assistantbench,797f7a5b65ca28b7e7156e7db1e9f117bd4a021de0cd512bfdbb0be897d89eab,1.001425862312317,-0.7926754355430603,0.7291356921195984,0.6864510178565979
assistantbench,cca4776df3c73e7f9430a2e624aafad056b14322a0b7ca6c0c22b7e7f3f0890a,1.00138521194458,-0.7881811261177063,0.732700765132904,0.6825847625732422
assistantbench,b36ef2d8f2643b80e74a44ce3403f674ecb2aed7fd36afeaa289061a59feef92,1.0008294582366943,-0.7823694944381714,0.7285429835319519,0.6862103939056396
assistantbench,e6bc98089608217e45b6956a46518fe3cce64a799b3ac43c6974c449ae14c408,1.0003033876419067,-0.7887596487998962,0.7289145588874817,0.6850476264953613
assistantbench,929b45f34805280d77c61d1e093e3d4e551d77ddb6ecd73552b12b1af286388d,0.999330997467041,-0.789939820766449,0.7310444712638855,0.681348979473114
assistantbench,9bdca8677af1e25cb7b0c7992dc62670c3e58e4afcd5ae60bcaa2483556bba00,0.9977268576622009,-0.7985191345214844,0.7287359833717346,0.6814709901809692
assistantbench,c7afe00869f98cf363fd83677ac41757ed5e57f03eacc3d1304feb0a92084bd1,0.9338175654411316,-0.7047541737556458,0.6785627603530884,0.6415355205535889
assistantbench,6b06d186921b8b390c65aebd0d16f09f60a47d2f1288ebe36953f734e84c0a3c,0.9129121899604797,-0.7087947726249695,0.669293999671936,0.6208496689796448
assistantbench,ccec2229ced20a4b0cb4897e3a99120a3017ea030903e01c9bda6b13d40b0b14,0.912312924861908,-0.7124471664428711,0.6718516945838928,0.6171954274177551
assistantbench,6e3be83d1949fa52cba03fb1ce4b5b3bf7e37a83fd7d67694b10b2e439d90cf8,0.9047863483428955,-0.7129582166671753,0.6548182964324951,0.6243807673454285
assistantbench,99da66d8af02491f98b98c56b26c709e773b5a2ad945fb280375951ba600de09,0.8244033455848694,-0.638701856136322,0.6067914366722107,0.5580726265907288
assistantbench,6f224e7730ed027cbac73aebb1aea7f954053082041b02b19f4ff126a0a8a208,0.8192929625511169,-0.6397026181221008,0.5715002417564392,0.5870505571365356
assistantbench,52f7224e9c79431e7926afe317782711a0028750693e7456cde22ef6f4bd8bd5,0.7988868951797485,-0.5600616931915283,0.5712023377418518,0.5585231781005859
assistantbench,3af8028c2a59e28ca88baff0e6d91f2a9f170c5ef91003f1c8406755a2760ad4,0.7673085927963257,-0.5546458959579468,0.5423251390457153,0.5428130030632019
assistantbench,57d9dc6935e8a40b02e7f8ec81768fe70e68a0c05f6866927c9fda38db38a486,0.6720641851425171,-0.5107030868530273,0.5106895565986633,0.4368826150894165
assistantbench,55f4258484c5b398956133128a50462a767da211f8f72aa5ac5bbffb9bcbba1a,0.5583916902542114,-0.36686208844184875,0.4257349669933319,0.3613184094429016
assistantbench,8fa42360185068216f2919935148d4e1ad28ddc18da0abd0f4bb0b6b6f84b127,0.3305760324001312,-0.2214265763759613,0.23529087007045746,0.23220406472682953
colbench_backend_programming,806,0.6525847911834717,-0.25737830996513367,0.46247848868370056,0.46041345596313477
colbench_backend_programming,370,0.6431899070739746,-0.2546693980693817,0.4498503804206848,0.45970410108566284
colbench_backend_programming,750,0.6424081921577454,-0.255626916885376,0.4531733989715576,0.4553264379501343
colbench_backend_programming,288,0.6416629552841187,0.2581663429737091,-0.45337337255477905,-0.45407480001449585
colbench_backend_programming,964,0.6411439180374146,-0.25355544686317444,0.4507763087749481,0.455923467874527
colbench_backend_programming,704,0.6403399705886841,-0.2568930685520172,0.45188644528388977,0.4536892771720886
colbench_backend_programming,188,0.6395453214645386,-0.25416624546051025,0.4531213343143463,0.4513305425643921
colbench_backend_programming,654,0.6395419239997864,-0.25755029916763306,0.4545525014400482,0.449884295463562
colbench_backend_programming,621,0.6386409401893616,-0.253243088722229,0.45277681946754456,0.4503946900367737
colbench_backend_programming,586,0.6384637951850891,-0.25555920600891113,0.448684960603714,0.4542222023010254
colbench_backend_programming,897,0.6380612254142761,-0.2531203031539917,0.4522833228111267,0.4500688314437866
colbench_backend_programming,92,0.6380077004432678,0.2526136636734009,-0.45169156789779663,-0.4505869448184967
colbench_backend_programming,609,0.6373263001441956,-0.25254812836647034,0.45165956020355225,0.4496537148952484
colbench_backend_programming,948,0.6372979879379272,-0.2545129954814911,0.4518832564353943,0.4493887722492218
colbench_backend_programming,971,0.637179434299469,0.2575293481349945,-0.44979339838027954,-0.4513131082057953
colbench_backend_programming,198,0.6368050575256348,0.2516593933105469,-0.4501039981842041,-0.4504742920398712
colbench_backend_programming,97,0.6367478370666504,0.25279611349105835,-0.4537055790424347,-0.44676515460014343
colbench_backend_programming,336,0.6367273330688477,-0.24711687862873077,0.44794508814811707,0.4525117576122284
colbench_backend_programming,836,0.6367234587669373,-0.2525799870491028,0.4482317268848419,0.45222240686416626
colbench_backend_programming,342,0.636683464050293,0.2513597011566162,-0.4495706260204315,-0.45083487033843994
colbench_backend_programming,818,0.6365736126899719,-0.25001806020736694,0.4500185251235962,0.45023253560066223
colbench_backend_programming,827,0.6365207433700562,-0.2534871995449066,0.44947391748428345,0.4507015347480774
colbench_backend_programming,70,0.6360552310943604,0.2508079409599304,-0.4499136805534363,-0.44960424304008484
colbench_backend_programming,945,0.6355751156806946,0.25018545985221863,-0.45017075538635254,-0.44866693019866943
colbench_backend_programming,482,0.6355200409889221,-0.2530708312988281,0.45048126578330994,0.448277086019516
colbench_backend_programming,104,0.6354953050613403,-0.2511492073535919,0.4484599828720093,0.4502643346786499
colbench_backend_programming,11,0.6352805495262146,-0.2499636858701706,0.4480764865875244,0.4503430426120758
colbench_backend_programming,26,0.6352108120918274,0.25115513801574707,-0.4462486803531647,-0.45205631852149963
colbench_backend_programming,505,0.6351000666618347,-0.2510160505771637,0.4457317292690277,0.45241057872772217
colbench_backend_programming,263,0.6350839138031006,-0.2559627890586853,0.45119497179985046,0.4469392001628876
colbench_backend_programming,998,0.6350040435791016,-0.25276583433151245,0.45114418864250183,0.44687700271606445
colbench_backend_programming,753,0.6349161267280579,0.2524147927761078,-0.4500834345817566,-0.4478207230567932
colbench_backend_programming,46,0.6349047422409058,0.25789421796798706,-0.45131632685661316,-0.4465620219707489
colbench_backend_programming,597,0.6348241567611694,0.2556435465812683,-0.45159390568733215,-0.44616663455963135
colbench_backend_programming,222,0.6348193883895874,-0.2492574006319046,0.4495668113231659,0.44820234179496765
colbench_backend_programming,892,0.6347841620445251,-0.25380605459213257,0.4504317343235016,0.4472831189632416
colbench_backend_programming,960,0.6345961689949036,-0.2519203722476959,0.44853919744491577,0.4489152133464813
colbench_backend_programming,786,0.6345711946487427,-0.25051674246788025,0.4492031931877136,0.44821545481681824
colbench_backend_programming,6,0.6345674395561218,-0.2515065670013428,0.45358511805534363,0.4437752068042755
colbench_backend_programming,225,0.6345105171203613,-0.2553868591785431,0.4474037289619446,0.4499260485172272
colbench_backend_programming,18,0.6344704627990723,-0.2525234818458557,0.4492589235305786,0.4480169713497162
colbench_backend_programming,544,0.6343792080879211,-0.25313615798950195,0.4506256580352783,0.4465125799179077
colbench_backend_programming,886,0.6343468427658081,-0.24981637299060822,0.4480011463165283,0.4491001069545746
colbench_backend_programming,712,0.6343151330947876,0.25219908356666565,-0.4453014135360718,-0.4517326056957245
colbench_backend_programming,640,0.6340386271476746,-0.25243106484413147,0.44852519035339355,0.4481407403945923
colbench_backend_programming,106,0.6339304447174072,-0.24919432401657104,0.4456053674221039,0.4508920907974243
colbench_backend_programming,742,0.6338974833488464,-0.2544180750846863,0.4499704837799072,0.446489155292511
colbench_backend_programming,575,0.6338575482368469,-0.250309556722641,0.4481297731399536,0.44828009605407715
colbench_backend_programming,159,0.6338257789611816,-0.253645122051239,0.45057737827301025,0.44577476382255554
colbench_backend_programming,616,0.6337887048721313,-0.25445660948753357,0.45026329159736633,0.4460392892360687
colbench_backend_programming,23,0.6337782740592957,-0.25113677978515625,0.4481358826160431,0.44816192984580994
colbench_backend_programming,931,0.6335283517837524,-0.24747128784656525,0.44753023982048035,0.4484137296676636
colbench_backend_programming,208,0.6335251927375793,-0.2497408539056778,0.44720420241355896,0.44873443245887756
colbench_backend_programming,305,0.6335028409957886,-0.2506740093231201,0.44912126660346985,0.44678398966789246
colbench_backend_programming,901,0.6334271430969238,0.24759173393249512,-0.44690966606140137,-0.4488894045352936
colbench_backend_programming,277,0.6334213018417358,0.25097033381462097,-0.4477706849575043,-0.4480222761631012
colbench_backend_programming,820,0.6333960890769958,-0.2540219724178314,0.4532017111778259,0.44249165058135986
colbench_backend_programming,828,0.6333435773849487,-0.2487202137708664,0.44664597511291504,0.4490338861942291
colbench_backend_programming,877,0.6333150267601013,0.2499571591615677,-0.44715625047683716,-0.44848549365997314
colbench_backend_programming,779,0.6332828998565674,-0.2513448894023895,0.44744622707366943,0.44815078377723694
colbench_backend_programming,463,0.6332524418830872,-0.25264790654182434,0.44820868968963623,0.4473450779914856
colbench_backend_programming,142,0.6332359910011292,0.25018540024757385,-0.4464518129825592,-0.44907528162002563
colbench_backend_programming,310,0.6331042051315308,-0.2518801987171173,0.4466180205345154,0.44872403144836426
colbench_backend_programming,266,0.6330891847610474,-0.25365686416625977,0.44764789938926697,0.4476753771305084
colbench_backend_programming,197,0.6330593228340149,-0.24914595484733582,0.4458843469619751,0.44938984513282776
colbench_backend_programming,96,0.6330416798591614,-0.25455242395401,0.4464492201805115,0.4488038420677185
colbench_backend_programming,409,0.6330256462097168,0.25825291872024536,-0.44468262791633606,-0.4505317211151123
colbench_backend_programming,34,0.6330151557922363,-0.24998976290225983,0.4469704031944275,0.4482472836971283
colbench_backend_programming,472,0.6328632831573486,-0.2506714165210724,0.44921767711639404,0.4457795321941376
colbench_backend_programming,29,0.6328023672103882,-0.25302332639694214,0.4473576247692108,0.44756007194519043
colbench_backend_programming,552,0.632709801197052,-0.25081866979599,0.4472380578517914,0.4475487172603607
colbench_backend_programming,784,0.6326286792755127,-0.25399696826934814,0.4469456970691681,0.4477260112762451
colbench_backend_programming,153,0.6326170563697815,-0.2480013072490692,0.4464162588119507,0.4482375383377075
colbench_backend_programming,675,0.632473349571228,-0.2513589560985565,0.4477178752422333,0.4467339813709259
colbench_backend_programming,551,0.6324658989906311,-0.25043731927871704,0.44619035720825195,0.4482491612434387
colbench_backend_programming,105,0.6324446797370911,-0.25172868371009827,0.44687965512275696,0.44753196835517883
colbench_backend_programming,843,0.6323768496513367,-0.2512737512588501,0.44671547412872314,0.44760003685951233
colbench_backend_programming,420,0.632350742816925,-0.25127923488616943,0.44736963510513306,0.44690921902656555
colbench_backend_programming,229,0.6322709321975708,-0.251772940158844,0.4463522434234619,0.4478127360343933
colbench_backend_programming,27,0.6322479844093323,-0.24733132123947144,0.44545790553092957,0.448669970035553
colbench_backend_programming,648,0.6322475075721741,-0.2520810067653656,0.45125412940979004,0.44283929467201233
colbench_backend_programming,457,0.6322197318077087,0.2524970769882202,-0.4475735127925873,-0.44651955366134644
colbench_backend_programming,231,0.6321815252304077,-0.24797341227531433,0.4458249509334564,0.44821158051490784
colbench_backend_programming,975,0.6320842504501343,-0.2475854754447937,0.4437350034713745,0.4501441419124603
colbench_backend_programming,573,0.6320807933807373,0.25816839933395386,-0.45054635405540466,-0.44332170486450195
colbench_backend_programming,688,0.6320783495903015,-0.2491345852613449,0.44591134786605835,0.44798001646995544
colbench_backend_programming,957,0.6320132613182068,-0.2523225247859955,0.44535234570503235,0.44844403862953186
colbench_backend_programming,141,0.6319842338562012,-0.25148749351501465,0.448496550321579,0.4452582597732544
colbench_backend_programming,444,0.6319815516471863,-0.2512120008468628,0.4460981488227844,0.4476573169231415
colbench_backend_programming,943,0.6319116353988647,-0.2488749921321869,0.4447944164276123,0.44885432720184326
colbench_backend_programming,741,0.6319006085395813,-0.25297558307647705,0.44610998034477234,0.4475313127040863
colbench_backend_programming,313,0.6318986415863037,-0.25140997767448425,0.44796574115753174,0.4456709027290344
colbench_backend_programming,119,0.6318777799606323,-0.2493036836385727,0.4447498917579651,0.4488507807254791
colbench_backend_programming,306,0.6318663358688354,-0.24907654523849487,0.446199506521225,0.44739365577697754
colbench_backend_programming,402,0.631817102432251,-0.2538827061653137,0.4483119547367096,0.44520696997642517
colbench_backend_programming,831,0.6318041682243347,0.2512320280075073,-0.4473058879375458,-0.4461994767189026
colbench_backend_programming,94,0.631786584854126,-0.2491670548915863,0.4442194998264313,0.4492475390434265
colbench_backend_programming,556,0.6316996812820435,0.2520352005958557,-0.44967955350875854,-0.44365835189819336
colbench_backend_programming,410,0.6316735744476318,-0.24874749779701233,0.4452407658100128,0.448076069355011
colbench_backend_programming,533,0.6315639615058899,-0.25006043910980225,0.44704681634902954,0.4461190104484558
colbench_backend_programming,978,0.6314202547073364,-0.24962083995342255,0.44582733511924744,0.44713476300239563
colbench_backend_programming,497,0.6313826441764832,0.2549554705619812,-0.44699981808662415,-0.44590941071510315
colbench_backend_programming,590,0.6313461661338806,-0.25549355149269104,0.4500676393508911,0.44276073575019836
colbench_backend_programming,696,0.6313255429267883,-0.2582804262638092,0.4469754993915558,0.4458529055118561
colbench_backend_programming,700,0.6313150525093079,0.2483554631471634,-0.444926381111145,-0.4478830397129059
colbench_backend_programming,581,0.6312990784645081,0.2502499520778656,-0.44538426399230957,-0.4474051594734192
colbench_backend_programming,102,0.6312969923019409,-0.25327157974243164,0.4443966746330261,0.4483832120895386
colbench_backend_programming,72,0.6312584280967712,-0.2494831532239914,0.44813913106918335,0.4445880353450775
colbench_backend_programming,490,0.631217896938324,-0.25038495659828186,0.44595736265182495,0.4467191994190216
colbench_backend_programming,536,0.6311324834823608,-0.25351864099502563,0.44552817940711975,0.44702669978141785
colbench_backend_programming,634,0.6311129331588745,-0.2527468204498291,0.4446084499359131,0.44791391491889954
colbench_backend_programming,661,0.6311027407646179,-0.2520985007286072,0.4452916979789734,0.4472202956676483
colbench_backend_programming,15,0.6310942769050598,-0.2505418360233307,0.4420097768306732,0.45045235753059387
colbench_backend_programming,539,0.6310383081436157,-0.24974599480628967,0.4453008472919464,0.4471202492713928
colbench_backend_programming,963,0.6310378909111023,-0.25106844305992126,0.44451385736465454,0.44790205359458923
colbench_backend_programming,226,0.6310361623764038,0.24804185330867767,-0.44545021653175354,-0.4469684064388275
colbench_backend_programming,209,0.6310060024261475,-0.25151342153549194,0.44411569833755493,0.44825196266174316
colbench_backend_programming,16,0.6309475302696228,-0.25226205587387085,0.4460754990577698,0.4462190270423889
colbench_backend_programming,631,0.6309332847595215,-0.25313448905944824,0.44287097454071045,0.44937968254089355
colbench_backend_programming,167,0.6309226155281067,0.24879074096679688,-0.445009708404541,-0.44724681973457336
colbench_backend_programming,347,0.6309038996696472,-0.24870246648788452,0.4462811052799225,0.4459516406059265
colbench_backend_programming,797,0.6308858394622803,-0.25148025155067444,0.44462570548057556,0.44757670164108276
colbench_backend_programming,12,0.630845844745636,-0.2502441704273224,0.44718116521835327,0.4449668526649475
colbench_backend_programming,885,0.630838930606842,-0.25039681792259216,0.4453429877758026,0.4467967748641968
colbench_backend_programming,411,0.6308016180992126,-0.24633103609085083,0.44521450996398926,0.44687220454216003
colbench_backend_programming,162,0.6307942867279053,-0.251130610704422,0.4450812041759491,0.4469945430755615
colbench_backend_programming,946,0.6307772994041443,-0.2484496384859085,0.44507184624671936,0.44697996973991394
colbench_backend_programming,352,0.6307114958763123,-0.24859671294689178,0.4466220736503601,0.44533771276474
colbench_backend_programming,890,0.6306800246238708,0.2509539723396301,-0.4459817409515381,-0.445934534072876
colbench_backend_programming,307,0.6306593418121338,-0.2561030685901642,0.4521600604057312,0.43963906168937683
colbench_backend_programming,720,0.630587637424469,-0.2487943023443222,0.4486102759838104,0.4431586265563965
colbench_backend_programming,493,0.6305482387542725,-0.24804918467998505,0.44322362542152405,0.448490709066391
colbench_backend_programming,626,0.6305385231971741,-0.24713468551635742,0.4450679421424866,0.4466468393802643
colbench_backend_programming,408,0.6305371522903442,-0.25371935963630676,0.4439694285392761,0.44773682951927185
colbench_backend_programming,112,0.6305283904075623,0.25305914878845215,-0.4480052888393402,-0.44368600845336914
colbench_backend_programming,562,0.6305067539215088,-0.2492130994796753,0.44581711292266846,0.445854127407074
colbench_backend_programming,465,0.6304881572723389,-0.24899768829345703,0.4475672245025635,0.44407081604003906
colbench_backend_programming,724,0.6303719282150269,-0.2501314878463745,0.44568464159965515,0.4457959234714508
colbench_backend_programming,547,0.6303407549858093,0.2478794902563095,-0.4447382390499115,-0.44669604301452637
colbench_backend_programming,51,0.6303280591964722,-0.24809980392456055,0.4445667266845703,0.44684886932373047
colbench_backend_programming,697,0.6303149461746216,-0.2562994062900543,0.444611132144928,0.44678613543510437
colbench_backend_programming,150,0.6301666498184204,-0.24755921959877014,0.4451993703842163,0.44599050283432007
colbench_backend_programming,42,0.6301474571228027,0.24739347398281097,-0.4451690912246704,-0.44599366188049316
colbench_backend_programming,659,0.6301450729370117,-0.24899156391620636,0.44439175724983215,0.4467647969722748
colbench_backend_programming,219,0.6300934553146362,-0.2507055997848511,0.443602055311203,0.44747626781463623
colbench_backend_programming,891,0.6300778388977051,-0.2509557604789734,0.4431080222129822,0.4479435086250305
colbench_backend_programming,406,0.6300367712974548,-0.24878346920013428,0.4457148015499115,0.4452916979789734
colbench_backend_programming,50,0.6300297975540161,0.2578310966491699,-0.4462050795555115,-0.44479048252105713
colbench_backend_programming,276,0.6299937963485718,-0.2517489790916443,0.4474526345729828,0.4434843063354492
colbench_backend_programming,633,0.6299780607223511,-0.24788561463356018,0.44408518075942993,0.44683408737182617
colbench_backend_programming,894,0.6299694776535034,-0.2506020963191986,0.44442319869995117,0.44648581743240356
colbench_backend_programming,511,0.6299047470092773,-0.24864354729652405,0.4395714998245239,0.45117273926734924
colbench_backend_programming,811,0.6298878788948059,0.24827930331230164,-0.44506949186325073,-0.44572627544403076
colbench_backend_programming,913,0.6298699975013733,-0.2576025426387787,0.438405841588974,0.4522571265697479
colbench_backend_programming,765,0.6298679113388062,-0.24697276949882507,0.4464157819747925,0.4443495273590088
colbench_backend_programming,808,0.629776120185852,-0.24761655926704407,0.443012535572052,0.4476134777069092
colbench_backend_programming,962,0.6297510862350464,-0.25122934579849243,0.44779515266418457,0.4427933394908905
colbench_backend_programming,332,0.629745364189148,-0.25034838914871216,0.4462333917617798,0.44435903429985046
colbench_backend_programming,146,0.6297261714935303,-0.24836209416389465,0.4430915117263794,0.44746503233909607
colbench_backend_programming,279,0.6296001672744751,-0.25236332416534424,0.4403935372829437,0.44994428753852844
colbench_backend_programming,451,0.6295973658561707,0.2518085837364197,-0.44921278953552246,-0.4411357045173645
colbench_backend_programming,256,0.6295477151870728,0.2508012354373932,-0.44492849707603455,-0.4453863203525543
colbench_backend_programming,871,0.6295369863510132,-0.24729414284229279,0.44443345069885254,0.4458651542663574
colbench_backend_programming,996,0.6295039057731628,-0.2513962984085083,0.44787314534187317,0.44236278533935547
colbench_backend_programming,360,0.6294858455657959,-0.2540009915828705,0.4447777569293976,0.4454493522644043
colbench_backend_programming,7,0.6294535994529724,0.24828244745731354,-0.44233813881874084,-0.4478267431259155
colbench_backend_programming,917,0.6294474005699158,0.24814890325069427,-0.4450662434101105,-0.4451068043708801
colbench_backend_programming,912,0.6294340491294861,-0.25175046920776367,0.44706884026527405,0.44307637214660645
colbench_backend_programming,322,0.6294257640838623,0.24854864180088043,-0.4444848299026489,-0.44565680623054504
colbench_backend_programming,241,0.6293925046920776,-0.2496979981660843,0.441909521818161,0.4481638967990875
colbench_backend_programming,210,0.6293257474899292,0.24993813037872314,-0.4440305531024933,-0.445968359708786
colbench_backend_programming,436,0.6292554140090942,-0.24998199939727783,0.4430902302265167,0.4468035399913788
colbench_backend_programming,456,0.6291733384132385,-0.24981504678726196,0.4450662434101105,0.4447191655635834
colbench_backend_programming,976,0.629172146320343,-0.24951572716236115,0.4463655352592468,0.44341331720352173
colbench_backend_programming,989,0.6291592717170715,-0.2511291205883026,0.44333526492118835,0.4464249312877655
colbench_backend_programming,206,0.6291552186012268,0.24700982868671417,-0.44402921199798584,-0.44572901725769043
colbench_backend_programming,796,0.6290650367736816,-0.2499188631772995,0.4408135414123535,0.4487830698490143
colbench_backend_programming,942,0.6290223598480225,-0.2486763596534729,0.44479668140411377,0.44477522373199463
colbench_backend_programming,425,0.6290048360824585,0.24765464663505554,-0.4433499574661255,-0.4461926221847534
colbench_backend_programming,75,0.6289073824882507,0.24795344471931458,-0.44447287917137146,-0.4449363946914673
colbench_backend_programming,829,0.6288344860076904,0.2493235170841217,-0.4444442689418793,-0.44486191868782043
colbench_backend_programming,930,0.628787636756897,-0.24862425029277802,0.4419794976711273,0.44724491238594055
colbench_backend_programming,382,0.6287747621536255,-0.24944263696670532,0.44449087977409363,0.44473084807395935
colbench_backend_programming,928,0.628670871257782,-0.2503276467323303,0.44630080461502075,0.44276702404022217
colbench_backend_programming,878,0.6286354064941406,-0.24874579906463623,0.4444582462310791,0.4445664882659912
colbench_backend_programming,809,0.6285829544067383,-0.2515566349029541,0.44131776690483093,0.4476105570793152
colbench_backend_programming,520,0.6285181641578674,-0.25110915303230286,0.446142315864563,0.4427099823951721
colbench_backend_programming,932,0.6284940242767334,0.24965965747833252,-0.44640615582466125,-0.4424096345901489
colbench_backend_programming,160,0.6284798979759216,0.24900473654270172,-0.4438263773918152,-0.44497767090797424
colbench_backend_programming,968,0.6284483075141907,0.2480335384607315,-0.4412400424480438,-0.44749802350997925
colbench_backend_programming,71,0.6284250020980835,-0.24713608622550964,0.44471484422683716,0.4440120458602905
colbench_backend_programming,214,0.6283640265464783,-0.2475232034921646,0.4376267194747925,0.4509148597717285
colbench_backend_programming,129,0.6283130049705505,-0.24808351695537567,0.4455781579017639,0.4429868459701538
colbench_backend_programming,242,0.6282449960708618,-0.24824872612953186,0.4423340857028961,0.4461304247379303
colbench_backend_programming,369,0.628161609172821,-0.24701803922653198,0.4432309865951538,0.445121705532074
colbench_backend_programming,343,0.6281581521034241,-0.2472277134656906,0.4443363845348358,0.4440133273601532
colbench_backend_programming,69,0.6281405687332153,-0.2535460591316223,0.4456729590892792,0.4426468312740326
colbench_backend_programming,662,0.6281353831291199,-0.24878311157226562,0.4428742229938507,0.4454396367073059
colbench_backend_programming,651,0.6281053423881531,-0.25160473585128784,0.44270649552345276,0.4455639719963074
colbench_backend_programming,542,0.6280826330184937,-0.2480904757976532,0.4425426721572876,0.4456947147846222
colbench_backend_programming,56,0.6280617713928223,-0.25000545382499695,0.4487694799900055,0.439394474029541
colbench_backend_programming,203,0.6280073523521423,-0.25301098823547363,0.4445289373397827,0.4436071515083313
colbench_backend_programming,938,0.6279884576797485,-0.25156617164611816,0.44504880905151367,0.4430587589740753
colbench_backend_programming,394,0.6279621124267578,-0.24830397963523865,0.4424242675304413,0.4456424117088318
colbench_backend_programming,833,0.627936065196991,0.25050410628318787,-0.4430592656135559,-0.444974422454834
colbench_backend_programming,264,0.6279107332229614,-0.25185367465019226,0.44517964124679565,0.4428171217441559
colbench_backend_programming,470,0.6278979778289795,-0.2509716749191284,0.4447886347770691,0.4431917369365692
colbench_backend_programming,570,0.6278918981552124,-0.24819715321063995,0.44278088212013245,0.44518911838531494
colbench_backend_programming,669,0.6278736591339111,-0.2585965394973755,0.449631929397583,0.43824249505996704
colbench_backend_programming,240,0.62784343957901,0.24600255489349365,-0.44314301013946533,-0.4447602331638336
colbench_backend_programming,339,0.6278247237205505,-0.24945883452892303,0.4446124732494354,0.44326475262641907
colbench_backend_programming,58,0.6278234124183655,-0.24678635597229004,0.44219309091567993,0.44567644596099854
colbench_backend_programming,682,0.6278025507926941,0.2465435266494751,-0.44277286529541016,-0.4450709819793701
colbench_backend_programming,867,0.627798318862915,-0.24638532102108002,0.443448543548584,0.4443918466567993
colbench_backend_programming,122,0.6277592778205872,-0.2492457926273346,0.4435783922672272,0.4442070722579956
colbench_backend_programming,245,0.6277533173561096,-0.25439566373825073,0.44738683104515076,0.44036269187927246
colbench_backend_programming,152,0.627740740776062,-0.24551302194595337,0.4425983130931854,0.4451574981212616
colbench_backend_programming,308,0.6276625394821167,-0.249690443277359,0.4424133002758026,0.4452311098575592
colbench_backend_programming,535,0.627662181854248,-0.24775142967700958,0.44269654154777527,0.4449490010738373
colbench_backend_programming,64,0.6275995373725891,0.24825575947761536,-0.4429657757282257,-0.4445924460887909
colbench_backend_programming,132,0.6275994181632996,-0.24697083234786987,0.44402557611465454,0.44353392720222473
colbench_backend_programming,397,0.6275749802589417,0.24946986138820648,-0.4427410662174225,-0.4447816014289856
colbench_backend_programming,882,0.6275620460510254,-0.251278817653656,0.4414745569229126,0.44602054357528687
colbench_backend_programming,610,0.6275414228439331,-0.24933166801929474,0.4438092112541199,0.4436683654785156
colbench_backend_programming,172,0.6275386214256287,-0.24748414754867554,0.4440201222896576,0.4434533417224884
colbench_backend_programming,554,0.627420961856842,-0.24748146533966064,0.4426085352897644,0.44469621777534485
